Year,Month,Day,VPM1,VPM2,Amplitude
1987,11,24,0.19836,0.98944,1.00912
1987,11,25,0.65655,0.95467,1.15864
1987,11,26,0.59463,0.76839,0.97161
1987,11,27,0.73321,0.72502,1.03114
1987,11,28,0.92105,0.29282,0.96648
1987,11,29,0.92947,0.19249,0.9492
1987,11,30,0.78938,-0.03327,0.79008
1987,12,1,0.39901,-0.13749,0.42203
1987,12,2,0.57536,-0.36714,0.68252
1987,12,3,0.20643,-0.60918,0.64321
1987,12,4,-0.06682,-0.8361,0.83877
1987,12,5,-0.32316,-1.03149,1.08093
1987,12,6,-0.43406,-1.23296,1.30713
1987,12,7,-0.56253,-1.21305,1.33714
1987,12,8,-0.73666,-1.13424,1.35247
1987,12,9,-1.0948,-1.04483,1.51335
1987,12,10,-1.42431,-0.71648,1.59437
1987,12,11,-1.52609,-0.31516,1.55829
1987,12,12,-1.32285,0.1005,1.32666
1987,12,13,-1.01572,0.05669,1.0173
1987,12,14,-0.61095,0.13423,0.62552
1987,12,15,-0.82959,0.1809,0.84908
1987,12,16,-1.10844,0.59117,1.25623
1987,12,17,-1.28288,0.94837,1.59536
1987,12,18,-1.27947,1.26271,1.79763
1987,12,19,-1.37498,1.12884,1.77901
1987,12,20,-1.07363,1.18691,1.60045
1987,12,21,-0.86232,1.4571,1.69315
1987,12,22,-0.72584,1.86852,2.00455
1987,12,23,-0.67129,1.82938,1.94866
1987,12,24,-0.29313,1.86909,1.89194
1987,12,25,0.07152,1.79397,1.7954
1987,12,26,0.44701,1.66849,1.72733
1987,12,27,0.441,1.72176,1.77734
1987,12,28,0.79813,1.60885,1.79595
1987,12,29,0.68144,1.42312,1.57785
1987,12,30,0.53731,0.94493,1.08701
1987,12,31,0.67485,0.47316,0.8242
1988,1,1,0.51494,0.42591,0.66825
1988,1,2,0.59003,0.38978,0.70715
1988,1,3,0.47853,0.35775,0.59747
1988,1,4,0.3933,-0.11259,0.40909
1988,1,5,0.32295,-0.10525,0.33967
1988,1,6,0.0769,-0.0509,0.09222
1988,1,7,0.01129,0.14114,0.14159
1988,1,8,-0.06863,0.40389,0.40967
1988,1,9,-0.11768,0.33813,0.35803
1988,1,10,-0.14831,0.33428,0.3657
1988,1,11,-0.27322,0.15619,0.31471
1988,1,12,-0.00929,-0.02099,0.02295
1988,1,13,0.07987,-0.32951,0.33905
1988,1,14,0.12456,-0.54653,0.56055
1988,1,15,0.08098,-0.67654,0.68137
1988,1,16,-0.20062,-1.21488,1.23134
1988,1,17,-0.31925,-1.5647,1.59694
1988,1,18,-0.14535,-1.80497,1.81081
1988,1,19,-0.25003,-1.46743,1.48857
1988,1,20,-0.16911,-1.45181,1.46163
1988,1,21,-0.3601,-1.62758,1.66694
1988,1,22,-0.4007,-1.65184,1.69975
1988,1,23,-0.92837,-1.71571,1.95078
1988,1,24,-1.22391,-1.68386,2.08167
1988,1,25,-1.40304,-1.71763,2.21783
1988,1,26,-1.50808,-1.56994,2.17693
1988,1,27,-1.42001,-1.69122,2.20831
1988,1,28,-1.20367,-1.56108,1.97124
1988,1,29,-1.21487,-1.18443,1.6967
1988,1,30,-1.47693,-0.95443,1.75848
1988,1,31,-1.32769,-0.51622,1.42452
1988,2,1,-1.3603,0.00935,1.36033
1988,2,2,-1.10053,0.14383,1.10989
1988,2,3,-0.7709,0.21235,0.79961
1988,2,4,-0.71136,0.22926,0.74739
1988,2,5,-0.75226,0.20741,0.78033
1988,2,6,-0.89649,0.61384,1.0865
1988,2,7,-1.19714,0.88586,1.48926
1988,2,8,-0.91313,0.83276,1.23584
1988,2,9,-0.68264,0.77556,1.03319
1988,2,10,-0.69608,0.7215,1.00254
1988,2,11,-0.56332,0.98958,1.13868
1988,2,12,-0.61798,1.28234,1.42348
1988,2,13,-0.60487,1.499,1.61644
1988,2,14,-0.53997,1.37234,1.47475
1988,2,15,-0.51382,1.17158,1.2793
1988,2,16,-0.12523,1.14578,1.1526
1988,2,17,0.16624,1.10072,1.1132
1988,2,18,0.5077,0.84326,0.9843
1988,2,19,0.93539,0.85777,1.26914
1988,2,20,1.15885,1.13175,1.61981
1988,2,21,1.53912,1.15547,1.92458
1988,2,22,1.60791,0.977,1.88146
1988,2,23,1.79555,0.52901,1.87186
1988,2,24,2.33016,0.35959,2.35775
1988,2,25,2.48082,0.3024,2.49918
1988,2,26,2.2697,0.20387,2.27884
1988,2,27,2.02022,-0.0367,2.02056
1988,2,28,2.08606,-0.30953,2.1089
1988,2,29,1.8254,-0.6232,1.92885
1988,3,1,1.8445,-0.97145,2.08468
1988,3,2,1.73999,-1.2497,2.14227
1988,3,3,1.18778,-1.57747,1.97465
1988,3,4,0.85894,-1.5004,1.72886
1988,3,5,0.87836,-1.45561,1.7001
1988,3,6,0.8617,-1.37591,1.62347
1988,3,7,0.79398,-1.61073,1.79579
1988,3,8,0.67372,-1.71152,1.83935
1988,3,9,0.56301,-1.66467,1.7573
1988,3,10,0.72118,-1.62477,1.77763
1988,3,11,0.63602,-1.67022,1.78722
1988,3,12,0.51276,-1.74405,1.81787
1988,3,13,0.33904,-1.97472,2.00362
1988,3,14,0.05995,-2.04747,2.04834
1988,3,15,-0.51576,-2.49641,2.54913
1988,3,16,-0.90105,-2.54028,2.69535
1988,3,17,-1.40728,-2.52417,2.88996
1988,3,18,-1.53287,-2.76602,3.16237
1988,3,19,-1.56227,-2.66399,3.08829
1988,3,20,-2.13667,-2.31713,3.1519
1988,3,21,-2.99245,-1.89238,3.5406
1988,3,22,-3.32903,-1.52019,3.65971
1988,3,23,-3.62919,-1.01226,3.76771
1988,3,24,-3.70229,-0.51555,3.73802
1988,3,25,-3.42338,0.40219,3.44693
1988,3,26,-2.97209,1.1411,3.18362
1988,3,27,-2.42922,1.7621,3.00102
1988,3,28,-2.00475,2.42472,3.14615
1988,3,29,-1.61809,2.76152,3.20066
1988,3,30,-1.04736,2.95447,3.13462
1988,3,31,-0.31253,3.35305,3.36758
1988,4,1,0.62097,3.12379,3.18491
1988,4,2,0.99997,2.82781,2.99941
1988,4,3,1.17147,2.32715,2.60537
1988,4,4,1.18727,2.04361,2.36346
1988,4,5,1.48072,1.55788,2.1493
1988,4,6,1.59243,1.15811,1.96902
1988,4,7,1.66388,0.8835,1.8839
1988,4,8,1.69335,0.61641,1.80206
1988,4,9,2.0385,0.25782,2.05474
1988,4,10,2.37183,-0.01815,2.3719
1988,4,11,2.40414,-0.2755,2.41988
1988,4,12,2.3338,-0.39757,2.36742
1988,4,13,2.08975,-0.56433,2.16461
1988,4,14,2.01465,-0.74817,2.14908
1988,4,15,1.98083,-0.95216,2.1978
1988,4,16,1.80526,-0.85923,1.99931
1988,4,17,1.23103,-1.08869,1.64337
1988,4,18,1.06367,-1.36298,1.72891
1988,4,19,1.02567,-1.40606,1.7404
1988,4,20,0.71987,-1.30311,1.48873
1988,4,21,0.30557,-1.27145,1.30765
1988,4,22,0.05187,-1.15095,1.15212
1988,4,23,0.0771,-1.09105,1.09377
1988,4,24,0.33281,-1.25981,1.30303
1988,4,25,0.29284,-1.45805,1.48717
1988,4,26,0.35557,-1.47749,1.51968
1988,4,27,0.4313,-1.42163,1.48561
1988,4,28,0.20403,-1.39795,1.41276
1988,4,29,-0.16619,-1.50466,1.51381
1988,4,30,-0.41606,-1.36269,1.4248
1988,5,1,-0.62662,-1.06604,1.23657
1988,5,2,-0.86344,-1.14173,1.43146
1988,5,3,-0.93078,-0.79623,1.22488
1988,5,4,-0.88391,-0.53534,1.03338
1988,5,5,-0.91535,-0.36395,0.98505
1988,5,6,-0.73938,-0.18839,0.763
1988,5,7,-0.57978,-0.23945,0.62728
1988,5,8,-0.49296,-0.18297,0.52583
1988,5,9,-0.53046,-0.31166,0.61524
1988,5,10,-0.48541,-0.661,0.82009
1988,5,11,-0.1398,-0.85081,0.86222
1988,5,12,0.01541,-1.01514,1.01526
1988,5,13,-0.29447,-1.36791,1.39924
1988,5,14,-0.59308,-1.51943,1.63108
1988,5,15,-0.62362,-1.3901,1.52357
1988,5,16,-0.9985,-1.26493,1.61153
1988,5,17,-1.16581,-1.2003,1.67327
1988,5,18,-1.46018,-0.96205,1.74862
1988,5,19,-1.75479,-0.07716,1.75649
1988,5,20,-2.0822,0.58921,2.16396
1988,5,21,-2.01617,1.28922,2.39312
1988,5,22,-1.56694,1.49771,2.16759
1988,5,23,-1.05782,1.77004,2.06205
1988,5,24,-0.28462,1.74115,1.76426
1988,5,25,0.28187,1.45037,1.4775
1988,5,26,0.59675,1.24331,1.37911
1988,5,27,0.61606,0.94526,1.12829
1988,5,28,0.86545,0.75564,1.14891
1988,5,29,0.6421,0.65,0.91367
1988,5,30,0.33009,0.37876,0.50242
1988,5,31,-0.01371,-0.02237,0.02623
1988,6,1,0.1377,-0.40275,0.42565
1988,6,2,-0.17742,-0.67354,0.69652
1988,6,3,-0.527,-0.86108,1.00955
1988,6,4,-0.65319,-0.82608,1.05312
1988,6,5,-0.92466,-0.8214,1.23681
1988,6,6,-0.71478,-0.65432,0.96904
1988,6,7,-0.55399,-0.42968,0.70109
1988,6,8,-0.6818,-0.2083,0.71291
1988,6,9,-0.91406,0.17768,0.93117
1988,6,10,-0.91248,-0.00786,0.91251
1988,6,11,-0.72538,0.40616,0.83135
1988,6,12,-0.69826,0.34676,0.77962
1988,6,13,-0.45273,0.30407,0.54537
1988,6,14,-0.07475,0.30781,0.31676
1988,6,15,0.13965,0.17213,0.22166
1988,6,16,0.20707,-0.24234,0.31876
1988,6,17,0.40992,-0.33947,0.53224
1988,6,18,0.33164,-0.67721,0.75406
1988,6,19,0.27019,-0.92006,0.95891
1988,6,20,0.27926,-1.08314,1.11856
1988,6,21,0.41831,-1.05701,1.13678
1988,6,22,0.45748,-1.07133,1.16492
1988,6,23,0.47049,-0.90414,1.01923
1988,6,24,0.51048,-0.71671,0.87992
1988,6,25,0.3974,-0.47319,0.61793
1988,6,26,0.11929,-0.63065,0.64183
1988,6,27,0.07066,-0.89764,0.90042
1988,6,28,0.29089,-1.09972,1.13754
1988,6,29,0.16885,-1.15664,1.1689
1988,6,30,-0.06556,-1.1292,1.1311
1988,7,1,-0.00934,-1.30481,1.30484
1988,7,2,0.17451,-1.08962,1.10351
1988,7,3,0.24496,-1.17736,1.20258
1988,7,4,0.05499,-1.2255,1.22673
1988,7,5,-0.19628,-1.07673,1.09447
1988,7,6,-0.44647,-0.9372,1.03811
1988,7,7,-0.51021,-0.62882,0.80977
1988,7,8,-0.65498,-0.54648,0.85302
1988,7,9,-0.54379,-0.48476,0.72849
1988,7,10,-0.5021,-0.74155,0.89555
1988,7,11,-0.2986,-0.94762,0.99355
1988,7,12,-0.38646,-1.10205,1.16785
1988,7,13,-0.59316,-1.24048,1.375
1988,7,14,-0.73761,-1.25685,1.45731
1988,7,15,-0.95032,-1.15634,1.49674
1988,7,16,-1.51141,-1.22426,1.94504
1988,7,17,-1.53698,-0.93517,1.79912
1988,7,18,-1.61937,-0.69684,1.76293
1988,7,19,-1.55233,-0.44694,1.61539
1988,7,20,-1.5067,-0.22103,1.52283
1988,7,21,-1.54958,-0.05599,1.55059
1988,7,22,-1.27079,-0.01989,1.27094
1988,7,23,-1.11276,0.20679,1.13181
1988,7,24,-0.91005,0.54101,1.05872
1988,7,25,-0.8025,0.47703,0.93357
1988,7,26,-0.4649,-0.09084,0.4737
1988,7,27,-0.34663,-0.25759,0.43186
1988,7,28,-0.53779,-0.70046,0.88309
1988,7,29,-0.53386,-0.99571,1.1298
1988,7,30,-0.71375,-1.00145,1.22977
1988,7,31,-0.80899,-1.17968,1.43042
1988,8,1,-0.69265,-1.19903,1.38471
1988,8,2,-0.61438,-1.14897,1.30292
1988,8,3,-0.73183,-1.10869,1.32844
1988,8,4,-0.92124,-1.10023,1.43499
1988,8,5,-0.54966,-1.21387,1.33252
1988,8,6,-0.13135,-0.93055,0.93978
1988,8,7,-0.17533,-1.00017,1.01542
1988,8,8,-0.22586,-0.89835,0.92631
1988,8,9,-0.10431,-1.14861,1.15333
1988,8,10,-0.05128,-0.91123,0.91267
1988,8,11,0.14147,-0.72434,0.73802
1988,8,12,0.34772,-0.83015,0.90003
1988,8,13,0.28551,-0.87845,0.92368
1988,8,14,0.09818,-1.19202,1.19605
1988,8,15,0.21463,-1.55468,1.56942
1988,8,16,0.15955,-1.66629,1.67391
1988,8,17,0.07231,-1.6244,1.626
1988,8,18,-0.02254,-1.42196,1.42213
1988,8,19,0.15688,-1.11265,1.12366
1988,8,20,0.37955,-1.08923,1.15346
1988,8,21,0.42233,-0.91926,1.01164
1988,8,22,0.38056,-0.58389,0.69696
1988,8,23,0.38235,-0.72583,0.82037
1988,8,24,0.65553,-0.85806,1.07981
1988,8,25,0.96961,-1.05818,1.43523
1988,8,26,1.00432,-0.98925,1.4097
1988,8,27,1.1903,-1.02646,1.57176
1988,8,28,1.39954,-1.05285,1.75134
1988,8,29,1.35362,-1.21468,1.81872
1988,8,30,0.92379,-1.37465,1.65622
1988,8,31,0.86645,-1.27131,1.53849
1988,9,1,0.83076,-1.12318,1.39703
1988,9,2,0.76186,-0.86183,1.1503
1988,9,3,0.71317,-0.55764,0.9053
1988,9,4,0.6549,-0.37313,0.75374
1988,9,5,0.49042,-0.20561,0.53177
1988,9,6,0.56719,-0.35847,0.67097
1988,9,7,0.52504,-0.34603,0.62881
1988,9,8,0.59102,-0.62718,0.86177
1988,9,9,0.68492,-0.80729,1.05869
1988,9,10,0.40025,-0.99856,1.07579
1988,9,11,0.36544,-0.66336,0.75736
1988,9,12,0.20817,-0.35541,0.41189
1988,9,13,-0.0815,-0.13432,0.15711
1988,9,14,-0.32681,-0.02344,0.32765
1988,9,15,-0.55512,0.13077,0.57032
1988,9,16,-0.46299,-0.07036,0.4683
1988,9,17,-0.2138,-0.27263,0.34646
1988,9,18,-0.5927,-0.32842,0.6776
1988,9,19,-0.91663,-0.33065,0.97445
1988,9,20,-1.29818,-0.24715,1.3215
1988,9,21,-1.7244,-0.3214,1.7541
1988,9,22,-1.96365,0.05536,1.96443
1988,9,23,-1.63394,0.48024,1.70306
1988,9,24,-1.6952,0.65952,1.81897
1988,9,25,-1.45475,0.76876,1.64538
1988,9,26,-1.29801,0.68485,1.4676
1988,9,27,-1.19431,0.69634,1.38249
1988,9,28,-1.28129,0.78162,1.50088
1988,9,29,-1.23373,0.86164,1.50483
1988,9,30,-1.06898,1.03269,1.48632
1988,10,1,-1.16592,1.14452,1.6338
1988,10,2,-0.9339,1.24209,1.55401
1988,10,3,-1.02008,1.83659,2.10086
1988,10,4,-0.87253,1.92613,2.11454
1988,10,5,-0.85534,2.51038,2.6521
1988,10,6,-0.72994,2.78244,2.8766
1988,10,7,-0.33652,2.5436,2.56576
1988,10,8,-0.00779,2.23162,2.23164
1988,10,9,0.3889,2.04536,2.08201
1988,10,10,0.35476,1.63259,1.67069
1988,10,11,0.56268,1.20403,1.32902
1988,10,12,0.5428,0.9923,1.13106
1988,10,13,0.32087,0.73435,0.80139
1988,10,14,0.06517,1.08487,1.08683
1988,10,15,0.09933,1.36155,1.36517
1988,10,16,0.07941,1.53152,1.53358
1988,10,17,0.2326,1.50456,1.52244
1988,10,18,0.15306,1.48187,1.48975
1988,10,19,0.23826,1.90298,1.91783
1988,10,20,0.32035,1.95708,1.98312
1988,10,21,0.5844,1.72549,1.82177
1988,10,22,0.76523,1.7191,1.88172
1988,10,23,0.93984,1.76,1.99522
1988,10,24,0.94931,1.60769,1.86705
1988,10,25,0.97951,1.2932,1.62228
1988,10,26,0.82856,1.09833,1.37581
1988,10,27,0.84708,1.17962,1.45226
1988,10,28,0.58885,1.2354,1.36856
1988,10,29,0.34246,1.27001,1.31537
1988,10,30,0.51201,1.54631,1.62887
1988,10,31,0.81247,1.40189,1.62031
1988,11,1,0.69725,1.00247,1.22111
1988,11,2,0.53864,0.79104,0.95702
1988,11,3,0.48598,0.79155,0.92883
1988,11,4,0.5155,0.97635,1.10408
1988,11,5,0.49375,1.03858,1.14998
1988,11,6,0.40275,1.05714,1.13127
1988,11,7,0.20378,1.30259,1.31843
1988,11,8,0.29969,1.51814,1.54743
1988,11,9,-0.06126,1.66712,1.66825
1988,11,10,0.19087,1.44458,1.45714
1988,11,11,0.39502,1.37242,1.42814
1988,11,12,0.75619,1.03658,1.28309
1988,11,13,1.01936,1.07998,1.48508
1988,11,14,0.90126,0.95958,1.31646
1988,11,15,0.95323,0.56425,1.10771
1988,11,16,0.81937,0.32213,0.88042
1988,11,17,0.67058,0.15564,0.68841
1988,11,18,0.53896,0.04811,0.5411
1988,11,19,0.28476,0.27755,0.39764
1988,11,20,-0.02853,0.32939,0.33063
1988,11,21,-0.07541,0.31677,0.32562
1988,11,22,-0.13579,0.36846,0.39269
1988,11,23,-0.14472,0.4615,0.48365
1988,11,24,-0.12176,0.55672,0.56988
1988,11,25,-0.24042,0.93092,0.96146
1988,11,26,0.07837,1.13123,1.13394
1988,11,27,0.33253,1.34444,1.38495
1988,11,28,0.6014,1.59919,1.70853
1988,11,29,1.00026,1.57436,1.86524
1988,11,30,1.26925,1.42765,1.91028
1988,12,1,1.34792,1.1884,1.79699
1988,12,2,1.49786,1.02161,1.81308
1988,12,3,1.49556,0.61448,1.61688
1988,12,4,1.5827,0.46658,1.65004
1988,12,5,1.47775,0.42195,1.5368
1988,12,6,1.40257,0.21293,1.41864
1988,12,7,1.07692,0.30088,1.11816
1988,12,8,0.79507,0.20983,0.82229
1988,12,9,0.61266,0.11888,0.62409
1988,12,10,0.23276,0.61325,0.65593
1988,12,11,0.18103,1.45134,1.46258
1988,12,12,0.31473,1.77591,1.80358
1988,12,13,0.30404,1.66083,1.68843
1988,12,14,0.41136,1.6768,1.72653
1988,12,15,0.40364,1.12889,1.19888
1988,12,16,0.34601,0.68223,0.76495
1988,12,17,0.14204,0.66556,0.68055
1988,12,18,0.12945,0.7603,0.77124
1988,12,19,0.15283,0.70183,0.71828
1988,12,20,0.12454,0.57918,0.59241
1988,12,21,-0.00215,0.59517,0.59517
1988,12,22,0.15866,0.55465,0.57689
1988,12,23,0.11609,0.8212,0.82937
1988,12,24,0.23494,0.75675,0.79238
1988,12,25,0.46387,0.81699,0.93949
1988,12,26,0.65464,0.63773,0.91392
1988,12,27,0.85681,0.42357,0.95579
1988,12,28,1.05387,-0.29243,1.09369
1988,12,29,1.02528,-0.84137,1.32632
1988,12,30,0.83805,-0.84794,1.1922
1988,12,31,0.78133,-1.01816,1.2834
1989,1,1,0.7332,-1.03102,1.26514
1989,1,2,0.4565,-0.748,0.8763
1989,1,3,0.36345,-0.78203,0.86236
1989,1,4,0.29757,-0.64077,0.70649
1989,1,5,0.34048,-0.72238,0.7986
1989,1,6,0.54789,-0.99398,1.13498
1989,1,7,0.48601,-0.94481,1.06249
1989,1,8,0.28198,-1.25533,1.28661
1989,1,9,0.26883,-1.58764,1.61024
1989,1,10,-0.03959,-1.47135,1.47188
1989,1,11,-0.14528,-1.80111,1.80696
1989,1,12,-0.55322,-2.19841,2.26694
1989,1,13,-0.83881,-2.44958,2.58922
1989,1,14,-1.01462,-2.34839,2.5582
1989,1,15,-1.16881,-2.35786,2.63166
1989,1,16,-1.32497,-2.22905,2.59311
1989,1,17,-1.82895,-1.83803,2.59296
1989,1,18,-1.94012,-1.74734,2.61099
1989,1,19,-1.91323,-1.70827,2.56488
1989,1,20,-1.84843,-1.2116,2.21013
1989,1,21,-1.81836,-0.91445,2.03536
1989,1,22,-1.75156,-0.64613,1.86693
1989,1,23,-1.3975,-0.60279,1.52196
1989,1,24,-1.48588,-0.16971,1.49554
1989,1,25,-1.4887,0.09314,1.49161
1989,1,26,-1.30987,0.41921,1.37531
1989,1,27,-1.18959,0.37223,1.24646
1989,1,28,-1.00209,0.78351,1.27204
1989,1,29,-0.6147,1.04963,1.21638
1989,1,30,-0.01572,1.1918,1.1919
1989,1,31,0.05997,1.294,1.29539
1989,2,1,0.18034,1.12474,1.1391
1989,2,2,0.31205,0.96379,1.01305
1989,2,3,0.29363,0.65961,0.72202
1989,2,4,-0.06331,0.56097,0.56453
1989,2,5,-0.13931,0.26557,0.29989
1989,2,6,0.20564,0.14334,0.25066
1989,2,7,0.31665,0.19677,0.37281
1989,2,8,0.3891,0.22973,0.45186
1989,2,9,0.32028,0.66015,0.73374
1989,2,10,0.11328,1.00012,1.00651
1989,2,11,-0.15019,0.83119,0.84465
1989,2,12,0.0454,0.6882,0.6897
1989,2,13,0.18629,0.6207,0.64805
1989,2,14,0.11517,0.41931,0.43484
1989,2,15,0.33982,0.19327,0.39093
1989,2,16,0.51914,0.24668,0.57476
1989,2,17,0.52592,-0.2177,0.5692
1989,2,18,0.39935,-0.62488,0.74159
1989,2,19,0.21771,-1.01896,1.04196
1989,2,20,0.18921,-1.01242,1.02995
1989,2,21,-0.0737,-1.1926,1.19488
1989,2,22,-0.66303,-1.32259,1.47948
1989,2,23,-1.13061,-1.14489,1.60906
1989,2,24,-1.17835,-0.8516,1.45387
1989,2,25,-1.1275,-0.69019,1.32198
1989,2,26,-0.89566,-0.36717,0.968
1989,2,27,-0.68781,-0.24722,0.73089
1989,2,28,-0.56768,-0.28086,0.63336
1989,3,1,-0.36955,-0.10938,0.3854
1989,3,2,-0.4488,0.34702,0.56732
1989,3,3,-0.42284,0.43267,0.60498
1989,3,4,-0.21125,0.33219,0.39367
1989,3,5,0.20486,0.14173,0.24911
1989,3,6,0.57146,0.06969,0.57569
1989,3,7,0.29492,0.26593,0.39711
1989,3,8,0.18265,0.20638,0.27559
1989,3,9,0.05042,0.09097,0.10401
1989,3,10,-0.00294,-0.19482,0.19484
1989,3,11,0.22449,-0.19578,0.29786
1989,3,12,0.18468,-0.09266,0.20663
1989,3,13,0.31085,0.37737,0.48891
1989,3,14,0.66179,0.39349,0.76993
1989,3,15,0.80029,0.26125,0.84186
1989,3,16,0.96339,0.08601,0.96722
1989,3,17,0.64079,-0.1642,0.66149
1989,3,18,0.64402,-0.087,0.64987
1989,3,19,0.73587,0.08219,0.74045
1989,3,20,0.97967,0.25966,1.0135
1989,3,21,1.155,0.15723,1.16565
1989,3,22,1.4421,-0.10809,1.44615
1989,3,23,1.4012,-0.34947,1.44412
1989,3,24,1.12446,-0.51255,1.23577
1989,3,25,0.92797,-0.4154,1.0167
1989,3,26,0.55972,-0.59396,0.81613
1989,3,27,0.65533,-1.05579,1.24264
1989,3,28,0.46187,-1.04129,1.13913
1989,3,29,0.35807,-1.17945,1.23261
1989,3,30,0.4096,-1.24311,1.30886
1989,3,31,0.04283,-1.36066,1.36133
1989,4,1,-0.4314,-1.18144,1.25774
1989,4,2,-0.57777,-1.11042,1.25174
1989,4,3,-0.44126,-0.7018,0.82899
1989,4,4,-0.88594,-0.40823,0.97547
1989,4,5,-0.91224,-0.68677,1.14186
1989,4,6,-0.60818,-0.48389,0.7772
1989,4,7,-0.63164,-0.39714,0.74612
1989,4,8,-0.82966,-0.15511,0.84403
1989,4,9,-0.91577,0.02533,0.91612
1989,4,10,-0.89131,0.0124,0.8914
1989,4,11,-0.83728,0.40893,0.93181
1989,4,12,-0.832,0.51422,0.97809
1989,4,13,-0.34106,0.83697,0.90379
1989,4,14,-0.36077,0.97853,1.04292
1989,4,15,-0.39474,0.89095,0.97448
1989,4,16,-0.34164,0.77748,0.84923
1989,4,17,-0.35341,0.55665,0.65936
1989,4,18,-0.41094,0.90454,0.99351
1989,4,19,-0.38845,1.032,1.10268
1989,4,20,-0.69016,1.16741,1.35616
1989,4,21,-0.6734,1.46484,1.61221
1989,4,22,-0.33658,1.81861,1.84949
1989,4,23,-0.01364,1.94486,1.94491
1989,4,24,0.28799,2.13122,2.15059
1989,4,25,0.27139,2.20426,2.22091
1989,4,26,0.51957,2.15831,2.21997
1989,4,27,0.80885,2.16574,2.31185
1989,4,28,1.13093,2.09554,2.38123
1989,4,29,1.34927,1.65789,2.13755
1989,4,30,1.37032,1.20823,1.82691
1989,5,1,1.42507,0.61333,1.55145
1989,5,2,1.60302,0.34732,1.64022
1989,5,3,1.50566,0.10978,1.50966
1989,5,4,1.48638,-0.25469,1.50804
1989,5,5,1.44073,-0.55513,1.54398
1989,5,6,1.403,-0.53327,1.50093
1989,5,7,1.14571,-0.53257,1.26344
1989,5,8,1.08233,-0.74298,1.31281
1989,5,9,0.62856,-0.78092,1.00246
1989,5,10,0.48188,-0.7567,0.89711
1989,5,11,0.18852,-0.77641,0.79897
1989,5,12,0.05939,-0.90651,0.90846
1989,5,13,-0.12627,-0.73694,0.74768
1989,5,14,-0.54063,-0.80894,0.97297
1989,5,15,-1.00032,-0.94342,1.37502
1989,5,16,-1.30419,-0.74185,1.50042
1989,5,17,-1.46125,-0.26511,1.4851
1989,5,18,-1.64282,0.32689,1.67503
1989,5,19,-1.82128,0.79153,1.98585
1989,5,20,-1.63996,0.98929,1.91525
1989,5,21,-1.10945,1.30649,1.714
1989,5,22,-0.8806,0.92593,1.27781
1989,5,23,-0.58082,0.98148,1.14046
1989,5,24,-0.6416,1.07991,1.25613
1989,5,25,-0.54042,1.17533,1.29362
1989,5,26,-0.44341,1.25063,1.32691
1989,5,27,-0.30338,1.2358,1.2725
1989,5,28,-0.24624,1.12121,1.14793
1989,5,29,-0.13894,1.05269,1.06182
1989,5,30,-0.3012,0.64668,0.71338
1989,5,31,-0.00635,0.45544,0.45548
1989,6,1,0.03569,0.41965,0.42116
1989,6,2,-0.09422,0.27374,0.2895
1989,6,3,-0.27146,0.30124,0.4055
1989,6,4,-0.05917,0.12763,0.14068
1989,6,5,-0.15871,0.07265,0.17454
1989,6,6,-0.55332,-0.05696,0.55625
1989,6,7,-0.85087,-0.09451,0.8561
1989,6,8,-0.92818,0.12207,0.93617
1989,6,9,-0.8718,0.27828,0.91513
1989,6,10,-0.66716,0.12179,0.67818
1989,6,11,-0.52964,0.1553,0.55194
1989,6,12,-0.53015,0.2207,0.57426
1989,6,13,-0.29889,0.24822,0.38852
1989,6,14,0.02277,0.36766,0.36837
1989,6,15,0.05866,0.71673,0.71913
1989,6,16,0.29741,0.78674,0.84108
1989,6,17,0.54472,0.73516,0.91497
1989,6,18,0.78334,0.61771,0.99759
1989,6,19,0.70043,0.44801,0.83146
1989,6,20,0.75547,0.47529,0.89254
1989,6,21,0.88946,0.56744,1.05505
1989,6,22,1.01659,0.70939,1.23963
1989,6,23,1.07689,0.67777,1.27243
1989,6,24,0.97922,0.20342,1.00013
1989,6,25,0.93709,-0.26743,0.9745
1989,6,26,0.59099,-0.56049,0.8145
1989,6,27,0.37976,-0.48377,0.61502
1989,6,28,0.04501,-0.61794,0.61958
1989,6,29,0.11025,-0.7398,0.74797
1989,6,30,-0.15109,-0.77909,0.7936
1989,7,1,-0.42603,-0.82797,0.93114
1989,7,2,-0.73165,-0.84476,1.11756
1989,7,3,-0.76497,-0.84568,1.14033
1989,7,4,-0.69906,-0.83676,1.09035
1989,7,5,-0.93749,-0.56626,1.09523
1989,7,6,-0.92489,-0.56979,1.08632
1989,7,7,-0.50182,-0.53947,0.73678
1989,7,8,-0.64385,-0.5614,0.85424
1989,7,9,-0.67875,-0.64846,0.93872
1989,7,10,-0.79422,-0.81375,1.13709
1989,7,11,-0.71884,-0.9199,1.16745
1989,7,12,-0.91217,-0.81383,1.22245
1989,7,13,-1.13315,-0.57698,1.27158
1989,7,14,-1.34545,-0.01821,1.34557
1989,7,15,-1.84761,0.62777,1.95135
1989,7,16,-1.68399,1.22083,2.07997
1989,7,17,-1.26227,1.52364,1.97858
1989,7,18,-0.73913,1.42038,1.60118
1989,7,19,-0.13521,1.47685,1.48303
1989,7,20,-0.23928,1.46218,1.48163
1989,7,21,0.02678,1.16998,1.17028
1989,7,22,0.17979,0.98478,1.00106
1989,7,23,0.54993,0.96983,1.11489
