Year,Month,Day,VPM1,VPM2,Amplitude
1998,8,30,1.03414,0.67721,1.23615
1998,8,31,1.31986,0.55904,1.43337
1998,9,1,1.35936,0.81444,1.58467
1998,9,2,1.58346,0.69945,1.73106
1998,9,3,1.68797,0.3081,1.71586
1998,9,4,1.79986,0.60568,1.89904
1998,9,5,1.93247,0.71712,2.06124
1998,9,6,1.73027,0.71094,1.87063
1998,9,7,1.7737,0.33398,1.80487
1998,9,8,1.87913,0.062,1.88015
1998,9,9,1.50026,0.11611,1.50475
1998,9,10,0.95123,-0.24323,0.98183
1998,9,11,0.64806,-0.35209,0.73753
1998,9,12,0.3981,-0.48595,0.6282
1998,9,13,0.36038,-0.61493,0.71275
1998,9,14,0.47414,-0.71421,0.85727
1998,9,15,0.12408,-1.01689,1.02443
1998,9,16,0.15035,-0.99886,1.01011
1998,9,17,0.02462,-0.93441,0.93473
1998,9,18,-0.36536,-0.85058,0.92573
1998,9,19,-0.74518,-0.91529,1.18028
1998,9,20,-0.85726,-0.66714,1.08627
1998,9,21,-0.81768,-0.34865,0.88891
1998,9,22,-1.04498,-0.35974,1.10516
1998,9,23,-0.9458,-0.23254,0.97396
1998,9,24,-0.82882,0.00148,0.82883
1998,9,25,-0.8616,-0.19228,0.88279
1998,9,26,-0.72162,-0.28483,0.7758
1998,9,27,-0.91441,-0.3317,0.97271
1998,9,28,-0.97576,0.04867,0.97698
1998,9,29,-1.1337,0.29137,1.17054
1998,9,30,-1.19738,0.19527,1.2132
1998,10,1,-1.49358,0.41518,1.55021
1998,10,2,-1.68438,0.3953,1.73015
1998,10,3,-1.54827,0.57279,1.65083
1998,10,4,-1.16246,0.88374,1.46025
1998,10,5,-0.55944,1.21572,1.33827
1998,10,6,-0.54902,1.48365,1.58198
1998,10,7,-0.45855,1.23847,1.32063
1998,10,8,-0.13474,1.3627,1.36935
1998,10,9,0.15549,1.38597,1.39467
1998,10,10,0.57321,1.10113,1.2414
1998,10,11,0.68694,0.66329,0.9549
1998,10,12,0.6996,0.49966,0.85971
1998,10,13,0.34775,0.61111,0.70313
1998,10,14,0.38659,0.90696,0.98591
1998,10,15,0.20543,1.29468,1.31088
1998,10,16,0.10429,1.30456,1.30872
1998,10,17,-0.00278,1.26696,1.26697
1998,10,18,0.22515,0.98487,1.01028
1998,10,19,0.81337,0.93658,1.24046
1998,10,20,1.05861,0.80136,1.32772
1998,10,21,1.09939,0.60168,1.25326
1998,10,22,1.15575,0.21653,1.17586
1998,10,23,1.07813,0.19848,1.09625
1998,10,24,0.94347,-0.04523,0.94455
1998,10,25,0.49205,-0.16126,0.5178
1998,10,26,0.22298,0.01337,0.22338
1998,10,27,-0.02068,0.45465,0.45512
1998,10,28,-0.19172,0.52007,0.55429
1998,10,29,-0.13874,0.55859,0.57556
1998,10,30,0.20656,0.66672,0.69798
1998,10,31,0.50173,0.73046,0.88617
1998,11,1,0.82438,0.76929,1.12757
1998,11,2,1.11151,0.85019,1.39939
1998,11,3,1.11508,0.77726,1.35924
1998,11,4,0.86792,0.38802,0.95071
1998,11,5,0.99235,0.12579,1.00029
1998,11,6,1.02739,-0.08985,1.03131
1998,11,7,0.75001,0.0176,0.75022
1998,11,8,0.20793,0.11523,0.23772
1998,11,9,-0.37166,0.16965,0.40855
1998,11,10,-0.76143,0.57268,0.95275
1998,11,11,-0.8576,0.77435,1.15546
1998,11,12,-0.75702,0.85609,1.14279
1998,11,13,-0.58644,1.31012,1.43538
1998,11,14,-0.54713,1.78827,1.8701
1998,11,15,-0.43812,2.01495,2.06203
1998,11,16,-0.23689,1.80087,1.81638
1998,11,17,0.25655,1.89633,1.91361
1998,11,18,0.43849,2.12537,2.17013
1998,11,19,0.43629,2.35784,2.39787
1998,11,20,0.25233,2.51566,2.52828
1998,11,21,0.3541,2.05843,2.08866
1998,11,22,0.47402,1.66608,1.7322
1998,11,23,0.66542,1.57515,1.70993
1998,11,24,0.72802,1.51672,1.68239
1998,11,25,0.86287,1.73538,1.93806
1998,11,26,0.9113,1.54576,1.79439
1998,11,27,1.11468,1.40237,1.79141
1998,11,28,1.0192,1.56846,1.87051
1998,11,29,0.81932,1.71416,1.8999
1998,11,30,0.64242,1.87803,1.98487
1998,12,1,0.68608,1.06739,1.26887
1998,12,2,0.84968,0.46292,0.9676
1998,12,3,0.61598,0.1381,0.63128
1998,12,4,0.47298,-0.02725,0.47377
1998,12,5,0.44852,-0.63889,0.78061
1998,12,6,0.41663,-0.99811,1.08157
1998,12,7,0.19238,-1.19676,1.21212
1998,12,8,-0.21237,-1.0306,1.05226
1998,12,9,-0.45041,-0.80167,0.91953
1998,12,10,-0.70941,-0.53331,0.88751
1998,12,11,-0.59923,-0.2752,0.6594
1998,12,12,-0.61534,0.08799,0.6216
1998,12,13,-0.40446,0.63391,0.75195
1998,12,14,-0.30708,0.84216,0.8964
1998,12,15,-0.3469,0.75731,0.83298
1998,12,16,-0.49604,0.9179,1.04336
1998,12,17,-0.27383,0.8739,0.91579
1998,12,18,0.11715,0.94688,0.9541
1998,12,19,0.44143,0.84374,0.95224
1998,12,20,0.54717,0.99286,1.13365
1998,12,21,0.46492,1.16232,1.25186
1998,12,22,0.3251,1.12162,1.16778
1998,12,23,0.1175,0.56518,0.57727
1998,12,24,0.13972,0.15901,0.21167
1998,12,25,0.21736,-0.2448,0.32738
1998,12,26,0.37874,-0.17073,0.41544
1998,12,27,0.38765,-0.26524,0.46971
1998,12,28,0.2158,0.0044,0.21585
1998,12,29,-0.13211,-0.19038,0.23173
1998,12,30,0.16467,0.05729,0.17435
1998,12,31,0.07469,0.27096,0.28107
1999,1,1,0.16668,0.05559,0.1757
1999,1,2,0.40506,0.15924,0.43524
1999,1,3,0.85438,0.04561,0.8556
1999,1,4,1.23257,0.08399,1.23542
1999,1,5,0.90179,0.36326,0.97221
1999,1,6,0.47314,0.3764,0.6046
1999,1,7,0.25698,0.68568,0.73225
1999,1,8,0.33115,0.58746,0.67436
1999,1,9,0.6991,0.05516,0.70127
1999,1,10,1.34487,-0.11753,1.34999
1999,1,11,1.57534,0.02094,1.57548
1999,1,12,1.29779,-0.0712,1.29974
1999,1,13,1.35014,-0.46621,1.42836
1999,1,14,1.34378,-0.65645,1.49555
1999,1,15,1.09195,-0.72737,1.31204
1999,1,16,0.79834,-1.18786,1.43121
1999,1,17,0.46163,-1.39505,1.46944
1999,1,18,-0.03051,-1.74307,1.74333
1999,1,19,-0.59595,-1.70879,1.80973
1999,1,20,-1.04016,-1.87355,2.14292
1999,1,21,-1.6157,-1.48363,2.19355
1999,1,22,-1.76751,-1.0934,2.07837
1999,1,23,-1.78867,-0.66326,1.90768
1999,1,24,-1.38127,-0.11467,1.38603
1999,1,25,-1.21767,0.57539,1.34677
1999,1,26,-0.94406,0.746,1.20323
1999,1,27,-0.93804,0.91923,1.31335
1999,1,28,-0.75368,0.93207,1.19867
1999,1,29,-0.87935,0.77379,1.17133
1999,1,30,-0.87081,0.76037,1.15607
1999,1,31,-0.52916,0.68701,0.86718
1999,2,1,-0.43318,0.66413,0.79292
1999,2,2,-0.51954,0.78495,0.94131
1999,2,3,-0.43064,0.59861,0.73742
1999,2,4,-0.3523,0.68453,0.76986
1999,2,5,-0.15495,0.82952,0.84386
1999,2,6,-0.52815,1.0015,1.13223
1999,2,7,-0.79983,0.73483,1.08614
1999,2,8,-0.92904,0.65991,1.13956
1999,2,9,-0.75173,0.58273,0.95114
1999,2,10,-0.57472,0.83271,1.01179
1999,2,11,-0.59246,1.20813,1.34558
1999,2,12,-0.58187,1.39928,1.51544
1999,2,13,-0.05575,1.3664,1.36754
1999,2,14,0.8904,1.42789,1.68276
1999,2,15,1.5272,1.52113,2.1555
1999,2,16,2.16529,1.15043,2.45193
1999,2,17,2.44907,1.13078,2.69752
1999,2,18,2.31729,1.19013,2.60504
1999,2,19,2.0222,0.91831,2.22094
1999,2,20,1.91364,0.42909,1.96115
1999,2,21,1.56065,0.1512,1.56796
1999,2,22,1.1136,-0.13934,1.12228
1999,2,23,0.68264,-0.08256,0.68762
1999,2,24,0.65602,-0.32436,0.73183
1999,2,25,0.40142,-0.58413,0.70876
1999,2,26,0.6285,-1.12315,1.28704
1999,2,27,0.59289,-1.30798,1.43608
1999,2,28,0.64784,-1.50164,1.63543
1999,3,1,0.43087,-1.35254,1.41951
1999,3,2,0.32461,-1.53585,1.56977
1999,3,3,0.37365,-1.34177,1.39283
1999,3,4,0.12915,-1.30279,1.30918
1999,3,5,-0.32822,-1.28817,1.32932
1999,3,6,-0.28491,-1.32226,1.3526
1999,3,7,-0.03674,-1.20907,1.20963
1999,3,8,-0.12498,-1.01326,1.02094
1999,3,9,-0.32839,-1.07666,1.12563
1999,3,10,-0.19723,-1.39653,1.41039
1999,3,11,-0.13696,-1.01769,1.02686
1999,3,12,-0.14762,-0.88156,0.89383
1999,3,13,0.06534,-0.91707,0.9194
1999,3,14,-0.17549,-0.94963,0.96571
1999,3,15,-0.1335,-0.97007,0.97921
1999,3,16,-0.45231,-1.09319,1.18306
1999,3,17,-0.5508,-1.29869,1.41066
1999,3,18,-0.63594,-1.22202,1.37759
1999,3,19,-0.82996,-0.89323,1.2193
1999,3,20,-1.05313,-0.98966,1.44517
1999,3,21,-1.22741,-0.83333,1.48357
1999,3,22,-1.38855,-0.94474,1.67946
1999,3,23,-1.13979,-0.76256,1.37136
1999,3,24,-0.72484,-0.2821,0.7778
1999,3,25,-0.62044,0.07419,0.62486
1999,3,26,-0.53949,-0.04623,0.54146
1999,3,27,-0.41427,-0.02578,0.41507
1999,3,28,-0.33699,0.38713,0.51325
1999,3,29,-0.1376,0.33831,0.36522
1999,3,30,0.07594,0.51034,0.51596
1999,3,31,-0.06105,0.57702,0.58024
1999,4,1,-0.13986,0.39049,0.41478
1999,4,2,-0.16294,0.39199,0.42451
1999,4,3,-0.05779,0.31123,0.31655
1999,4,4,0.02287,0.60838,0.60881
1999,4,5,-0.27675,0.37637,0.46717
1999,4,6,-0.55315,0.43186,0.70177
1999,4,7,-0.37135,0.62641,0.7282
1999,4,8,-0.43942,0.7785,0.89395
1999,4,9,-0.38945,0.88438,0.96633
1999,4,10,-0.63769,0.45149,0.78133
1999,4,11,-0.73267,0.21468,0.76347
1999,4,12,-1.12299,0.16688,1.13532
1999,4,13,-1.52182,0.22562,1.53846
1999,4,14,-1.35975,0.11668,1.36474
1999,4,15,-1.15807,0.42628,1.23403
1999,4,16,-1.12667,0.7624,1.36038
1999,4,17,-0.8599,0.82843,1.19404
1999,4,18,-0.54402,0.59719,0.80783
1999,4,19,-0.46853,0.63018,0.78527
1999,4,20,-0.31076,0.67662,0.74457
1999,4,21,-0.22504,0.77437,0.8064
1999,4,22,-0.11014,1.08492,1.0905
1999,4,23,0.44785,1.17584,1.25824
1999,4,24,0.8538,1.16675,1.44579
1999,4,25,1.18786,1.27927,1.74572
1999,4,26,1.00482,1.00532,1.42139
1999,4,27,1.33263,1.16421,1.76955
1999,4,28,1.18645,1.32941,1.78185
1999,4,29,1.5435,1.3613,2.05804
1999,4,30,1.60601,1.22276,2.01852
1999,5,1,1.79585,0.8948,2.00643
1999,5,2,1.72945,0.64118,1.84448
1999,5,3,1.7482,0.35796,1.78447
1999,5,4,1.72102,0.06503,1.72225
1999,5,5,1.5706,-0.32297,1.60347
1999,5,6,1.69196,-0.7231,1.84
1999,5,7,1.61271,-0.77859,1.79081
1999,5,8,1.57124,-0.93488,1.82833
1999,5,9,1.75009,-1.0533,2.04261
1999,5,10,1.28133,-1.05237,1.65809
1999,5,11,1.23785,-1.34819,1.83028
1999,5,12,1.17388,-1.12157,1.62355
1999,5,13,1.07917,-1.09725,1.53902
1999,5,14,0.72401,-1.07021,1.29211
1999,5,15,0.43777,-1.29366,1.36573
1999,5,16,0.08793,-1.22353,1.22669
1999,5,17,-0.15615,-1.04381,1.05542
1999,5,18,-0.64203,-0.90733,1.11151
1999,5,19,-0.91876,-1.01352,1.36797
1999,5,20,-1.03454,-0.94903,1.4039
1999,5,21,-1.10676,-0.84457,1.3922
1999,5,22,-1.12589,-0.48918,1.22757
1999,5,23,-1.48612,-0.08776,1.48871
1999,5,24,-1.4869,0.00155,1.4869
1999,5,25,-1.16545,-0.0997,1.16971
1999,5,26,-1.12128,0.44714,1.20715
1999,5,27,-1.13385,0.82134,1.40008
1999,5,28,-1.36381,1.07071,1.7339
1999,5,29,-1.11777,1.06027,1.54064
1999,5,30,-0.73551,1.2082,1.41447
1999,5,31,-0.53751,1.69226,1.77557
1999,6,1,-0.50245,1.63292,1.70847
1999,6,2,-0.49075,1.26078,1.35293
1999,6,3,-0.1521,1.03269,1.04383
1999,6,4,0.19769,0.96403,0.9841
1999,6,5,0.07804,1.01501,1.018
1999,6,6,0.19417,0.60026,0.63088
1999,6,7,0.00197,0.56784,0.56784
1999,6,8,-0.60177,0.59048,0.84309
1999,6,9,-0.70868,0.42096,0.82428
1999,6,10,-0.35392,0.58478,0.68353
1999,6,11,0.01854,0.46505,0.46542
1999,6,12,0.03122,0.37044,0.37175
1999,6,13,-0.10561,0.28705,0.30586
1999,6,14,0.16059,0.23009,0.28058
1999,6,15,0.06188,0.11476,0.13038
1999,6,16,0.24419,-0.0443,0.24817
1999,6,17,0.30041,-0.03818,0.30282
1999,6,18,0.00681,0.17879,0.17892
1999,6,19,0.08808,0.17233,0.19354
1999,6,20,0.35787,0.13114,0.38114
1999,6,21,0.5981,0.25915,0.65183
1999,6,22,0.42703,0.29154,0.51705
1999,6,23,0.47086,0.21376,0.51712
1999,6,24,0.84332,0.01619,0.84348
1999,6,25,0.99412,-0.40298,1.07269
1999,6,26,0.98684,-0.78137,1.25873
1999,6,27,0.93351,-0.86286,1.27121
1999,6,28,0.63518,-0.95054,1.14323
1999,6,29,0.71556,-1.03416,1.25758
1999,6,30,0.43426,-1.25805,1.33089
1999,7,1,0.41,-1.4556,1.51224
1999,7,2,0.37835,-1.2114,1.26911
1999,7,3,0.0626,-1.24902,1.25058
1999,7,4,-0.19957,-1.23388,1.24992
1999,7,5,-0.3612,-1.21162,1.26432
1999,7,6,-0.36143,-1.10457,1.1622
1999,7,7,-0.60847,-1.2403,1.38151
1999,7,8,-1.0077,-1.16318,1.53898
1999,7,9,-1.35207,-0.95382,1.65465
1999,7,10,-1.5461,-0.75773,1.72179
1999,7,11,-1.72517,-0.60502,1.82818
1999,7,12,-1.83806,-0.45561,1.89368
1999,7,13,-2.04363,0.00959,2.04365
1999,7,14,-1.78526,-0.01449,1.78532
1999,7,15,-1.66955,-0.09454,1.67222
1999,7,16,-1.51713,-0.23537,1.53528
1999,7,17,-1.39147,-0.05075,1.39239
1999,7,18,-1.48116,-0.28663,1.50864
1999,7,19,-1.30329,-0.30656,1.33886
1999,7,20,-1.70739,-0.0126,1.70744
1999,7,21,-1.96327,0.01817,1.96336
1999,7,22,-1.83587,0.1325,1.84064
1999,7,23,-1.90921,-0.06754,1.9104
1999,7,24,-1.60477,-0.18199,1.61506
1999,7,25,-1.39629,0.09264,1.39936
1999,7,26,-1.25721,0.19145,1.2717
1999,7,27,-1.2876,0.42477,1.35585
1999,7,28,-1.34203,0.55123,1.45083
1999,7,29,-1.10475,0.47854,1.20394
1999,7,30,-0.75988,0.54263,0.93374
1999,7,31,-0.23916,0.33878,0.41469
1999,8,1,0.0788,0.21941,0.23313
1999,8,2,0.00936,-0.01796,0.02025
1999,8,3,-0.00427,-0.36424,0.36426
1999,8,4,0.001,-0.46725,0.46725
1999,8,5,0.02467,-0.28328,0.28436
1999,8,6,-0.11154,-0.37486,0.3911
1999,8,7,-0.27491,-0.09213,0.28994
1999,8,8,-0.48904,-0.20351,0.5297
1999,8,9,-0.4798,-0.1617,0.50632
1999,8,10,-0.37842,-0.26604,0.46257
1999,8,11,-0.34217,-0.3517,0.49069
1999,8,12,-0.29137,-0.4999,0.57862
1999,8,13,-0.01829,-0.36446,0.36492
1999,8,14,0.22428,-0.39584,0.45496
1999,8,15,0.42368,-0.41857,0.59558
1999,8,16,0.55035,-0.49246,0.73852
1999,8,17,0.87088,-0.76178,1.15703
1999,8,18,1.00511,-1.06511,1.46448
1999,8,19,0.91232,-1.58549,1.82923
1999,8,20,1.0426,-1.54746,1.86592
1999,8,21,0.92847,-1.81333,2.03721
1999,8,22,0.75771,-2.04755,2.18325
1999,8,23,0.56851,-2.20087,2.27311
1999,8,24,0.28179,-2.28039,2.29773
1999,8,25,0.00405,-2.15873,2.15873
1999,8,26,-0.15962,-1.66294,1.67058
1999,8,27,-0.53325,-1.48256,1.57554
1999,8,28,-0.69651,-1.08638,1.29048
1999,8,29,-0.51319,-0.68027,0.85214
1999,8,30,-0.27898,-0.28408,0.39816
1999,8,31,-0.36718,0.16325,0.40183
1999,9,1,-0.40427,0.39891,0.56795
1999,9,2,-0.05971,0.39036,0.3949
1999,9,3,0.08572,0.23903,0.25394
1999,9,4,0.46828,0.34197,0.57986
1999,9,5,0.64307,0.47937,0.80209
1999,9,6,0.90569,0.45774,1.01479
1999,9,7,1.0083,0.24705,1.03812
1999,9,8,1.11852,0.03404,1.11904
1999,9,9,1.02269,0.0001,1.02269
1999,9,10,0.81222,0.06922,0.81516
1999,9,11,0.66686,-0.21367,0.70026
1999,9,12,0.66943,-0.22468,0.70613
1999,9,13,0.86728,0.01758,0.86746
1999,9,14,0.93576,0.01363,0.93586
1999,9,15,0.62935,0.06597,0.6328
1999,9,16,0.66775,-0.22304,0.70401
1999,9,17,0.79421,-0.15516,0.80923
1999,9,18,0.75964,-0.33841,0.83161
1999,9,19,1.07943,-0.51814,1.19735
1999,9,20,1.48104,-0.6071,1.60064
1999,9,21,1.65321,-0.58773,1.75458
1999,9,22,1.54173,-0.55035,1.63701
1999,9,23,1.49405,-0.87946,1.73367
1999,9,24,1.43763,-1.05669,1.78421
1999,9,25,1.22242,-1.50502,1.93892
1999,9,26,1.48553,-1.47986,2.09685
1999,9,27,1.681,-1.63813,2.34718
1999,9,28,1.33259,-2.00675,2.4089
1999,9,29,1.04471,-2.35401,2.57542
1999,9,30,1.05486,-2.21791,2.45598
1999,10,1,0.66085,-1.86641,1.97995
1999,10,2,0.42985,-2.001,2.04665
1999,10,3,0.59342,-1.84895,1.94184
1999,10,4,0.71536,-1.64841,1.79694
1999,10,5,0.73187,-1.57375,1.7356
1999,10,6,0.53548,-1.32719,1.43115
1999,10,7,0.25047,-1.35392,1.37689
1999,10,8,0.02981,-1.37078,1.37111
1999,10,9,-0.29035,-1.10747,1.1449
1999,10,10,-0.35814,-0.64771,0.74013
1999,10,11,-0.14451,-0.51781,0.53759
1999,10,12,-0.049,-0.25541,0.26006
1999,10,13,-0.05746,-0.34864,0.35334
1999,10,14,-0.03442,-0.23961,0.24207
1999,10,15,-0.1376,-0.44449,0.4653
1999,10,16,-0.30171,-0.69752,0.75997
1999,10,17,-0.29608,-0.8969,0.94451
1999,10,18,-0.4985,-0.63617,0.80822
1999,10,19,-0.70281,-0.58036,0.91146
1999,10,20,-0.90315,-0.38444,0.98157
1999,10,21,-0.53194,-0.02133,0.53237
1999,10,22,-0.70433,0.34578,0.78463
1999,10,23,-0.41935,0.34269,0.54156
1999,10,24,-0.3664,0.24129,0.43872
1999,10,25,-0.533,0.50747,0.73594
1999,10,26,-0.72082,0.51331,0.88491
1999,10,27,-0.78345,0.40905,0.88381
1999,10,28,-0.92473,0.35851,0.99179
1999,10,29,-1.15394,0.38231,1.21562
1999,10,30,-1.28166,0.5096,1.37925
1999,10,31,-1.22178,0.87503,1.5028
1999,11,1,-1.10692,1.33795,1.73648
1999,11,2,-1.09504,1.38014,1.76179
1999,11,3,-1.3,1.74634,2.17709
1999,11,4,-0.97209,2.06876,2.28576
1999,11,5,-0.5512,2.26506,2.33117
1999,11,6,-0.06349,2.50837,2.50918
1999,11,7,0.0101,2.79919,2.7992
1999,11,8,0.42683,2.65062,2.68477
1999,11,9,0.91897,2.42735,2.59548
1999,11,10,0.84893,2.24019,2.39565
1999,11,11,1.05258,2.03181,2.28826
1999,11,12,1.3047,1.56637,2.03857
1999,11,13,1.52262,1.38811,2.06039
1999,11,14,1.59712,1.23199,2.01707
1999,11,15,1.81529,0.905,2.02837
1999,11,16,1.51186,0.80826,1.71435
1999,11,17,1.14762,0.91602,1.46838
1999,11,18,1.10226,1.01691,1.49969
1999,11,19,1.16046,1.01543,1.542
1999,11,20,1.10551,0.90356,1.42779
1999,11,21,1.12698,0.67273,1.3125
1999,11,22,1.34856,0.18762,1.36154
1999,11,23,1.20593,-0.07687,1.20837
1999,11,24,0.90613,-0.27594,0.94722
1999,11,25,0.2601,-0.34844,0.43482
1999,11,26,0.03563,-0.29465,0.2968
1999,11,27,-0.27188,0.02313,0.27286
1999,11,28,-0.45037,0.302,0.54226
1999,11,29,-0.53046,0.36515,0.64399
1999,11,30,-0.57925,0.16528,0.60236
1999,12,1,-0.59793,0.0553,0.60048
1999,12,2,-0.68938,0.08005,0.69401
1999,12,3,-0.49866,0.13552,0.51674
1999,12,4,-0.43929,0.35649,0.56574
1999,12,5,-0.4152,0.62416,0.74965
1999,12,6,-0.60433,0.65512,0.89129
1999,12,7,-0.81914,0.87555,1.19899
1999,12,8,-0.84303,0.80039,1.16247
1999,12,9,-0.35292,0.54071,0.6457
1999,12,10,-0.22288,0.8666,0.8948
1999,12,11,-0.54588,0.96329,1.10721
1999,12,12,-0.35457,0.75028,0.82985
1999,12,13,-0.26962,0.87365,0.91431
1999,12,14,-0.43696,0.60506,0.74634
1999,12,15,-0.29463,0.91137,0.95781
1999,12,16,-0.28119,1.27834,1.3089
1999,12,17,-0.18936,1.46945,1.4816
1999,12,18,0.19532,1.33995,1.35411
1999,12,19,0.77257,1.44143,1.63541
1999,12,20,0.94707,1.57348,1.83652
1999,12,21,1.1749,1.39423,1.82325
1999,12,22,1.39207,1.34443,1.93529
1999,12,23,1.19109,1.45112,1.87735
1999,12,24,0.93928,1.36348,1.6557
1999,12,25,1.20857,1.36246,1.82125
1999,12,26,0.98286,0.91029,1.33964
1999,12,27,0.81782,0.59659,1.0123
1999,12,28,0.59911,0.47998,0.76767
1999,12,29,0.40672,0.38079,0.55715
1999,12,30,0.01662,0.1717,0.1725
1999,12,31,0.1127,0.18991,0.22083
2000,1,1,0.35303,0.14196,0.38051
2000,1,2,0.44908,0.15816,0.47612
2000,1,3,0.2794,-0.10886,0.29986
2000,1,4,0.16435,-0.24992,0.29911
2000,1,5,-0.05281,-0.22511,0.23122
2000,1,6,-0.45419,-0.45552,0.64326
2000,1,7,-0.58418,-0.54948,0.80199
2000,1,8,-0.78168,-0.59045,0.97962
2000,1,9,-0.95952,-0.45777,1.06312
2000,1,10,-1.20561,-0.61907,1.35527
2000,1,11,-1.41616,-0.68524,1.57324
2000,1,12,-1.12258,-0.07336,1.12497
2000,1,13,-1.11999,0.08414,1.12315
2000,1,14,-0.81631,0.3436,0.88567
2000,1,15,-0.88527,0.34017,0.94838
2000,1,16,-0.67918,0.51017,0.84945
2000,1,17,-0.52858,0.26547,0.5915
2000,1,18,-0.1977,0.3559,0.40713
2000,1,19,-0.39882,0.40931,0.57149
2000,1,20,-0.27999,0.32961,0.43247
2000,1,21,-0.0173,0.31986,0.32032
2000,1,22,0.04134,0.27148,0.27461
2000,1,23,0.2286,0.22093,0.31791
2000,1,24,0.44928,-0.06739,0.4543
2000,1,25,0.33971,-0.43767,0.55403
2000,1,26,0.22278,-0.75461,0.78681
2000,1,27,0.48169,-0.6778,0.83153
2000,1,28,0.48781,-0.61657,0.78621
2000,1,29,0.30442,-0.59464,0.66804
2000,1,30,0.04312,-0.53077,0.53252
2000,1,31,-0.21942,-1.00763,1.03124
2000,2,1,-0.24146,-1.01074,1.03918
2000,2,2,-0.16094,-1.2635,1.27371
2000,2,3,-0.2132,-1.06211,1.08329
2000,2,4,-0.39639,-1.24329,1.30495
2000,2,5,-0.66441,-1.04864,1.24141
2000,2,6,-0.61571,-0.57104,0.83976
2000,2,7,-0.76556,-0.08356,0.7701
2000,2,8,-0.66837,0.00712,0.66841
2000,2,9,-0.36588,0.00545,0.36592
2000,2,10,0.0317,0.19839,0.20091
2000,2,11,0.32246,0.34906,0.47521
2000,2,12,0.24212,0.27129,0.36362
2000,2,13,0.25164,0.13082,0.28362
2000,2,14,0.44719,-0.494,0.66634
2000,2,15,0.49647,-0.84099,0.9766
2000,2,16,0.2249,-0.99627,1.02134
2000,2,17,-0.1032,-1.214,1.21838
2000,2,18,-0.24827,-1.43872,1.45998
2000,2,19,-0.68485,-0.94498,1.16706
2000,2,20,-1.22352,-0.70247,1.41084
2000,2,21,-1.4327,-0.43009,1.49587
2000,2,22,-1.55114,-0.39558,1.60079
2000,2,23,-1.60978,-0.38257,1.65462
2000,2,24,-1.46062,-0.42468,1.52111
2000,2,25,-1.37403,-0.34949,1.41778
2000,2,26,-1.3394,-0.57928,1.4593
2000,2,27,-0.77811,-0.49708,0.92333
2000,2,28,-0.59181,-0.42846,0.73063
2000,2,29,-1.21932,-0.55825,1.34104
2000,3,1,-1.12796,-0.53946,1.25032
2000,3,2,-1.11783,-0.35479,1.17279
2000,3,3,-1.32516,-0.06516,1.32676
2000,3,4,-1.00692,0.03628,1.00757
2000,3,5,-0.67019,0.42094,0.79142
2000,3,6,-0.58323,0.61562,0.84802
2000,3,7,-0.50382,1.17337,1.27696
2000,3,8,-0.52473,1.23335,1.34033
2000,3,9,-0.45305,0.84535,0.9591
2000,3,10,-0.40755,0.85221,0.94465
2000,3,11,-0.3118,0.8333,0.88973
2000,3,12,-0.26146,0.80798,0.84923
2000,3,13,-0.32956,0.6587,0.73655
2000,3,14,-0.15136,0.51785,0.53951
2000,3,15,0.04581,0.55224,0.55414
2000,3,16,-0.2606,0.29518,0.39375
2000,3,17,-0.01077,0.12103,0.1215
2000,3,18,-0.04557,0.42585,0.42828
2000,3,19,0.06424,0.17798,0.18922
2000,3,20,0.46669,0.00048,0.46669
2000,3,21,0.79382,-0.05462,0.79569
2000,3,22,1.12596,-0.03997,1.12667
2000,3,23,1.39494,-0.03232,1.39531
2000,3,24,1.48235,-0.2942,1.51127
2000,3,25,1.31976,-0.5611,1.43409
2000,3,26,1.12382,-0.4807,1.22231
2000,3,27,0.94447,-0.49951,1.06843
2000,3,28,0.98923,-0.41843,1.07408
2000,3,29,0.96976,-0.17119,0.98475
2000,3,30,0.70651,-0.10365,0.71407
2000,3,31,0.68732,-0.31161,0.75466
2000,4,1,0.61291,-0.56706,0.835
2000,4,2,0.28573,-0.62174,0.68425
2000,4,3,-0.05518,-0.53413,0.53698
2000,4,4,-0.19407,-0.35374,0.40348
2000,4,5,-0.33175,-0.12237,0.3536
2000,4,6,-0.33836,0.2458,0.41822
2000,4,7,0.0113,0.40464,0.4048
2000,4,8,0.10189,0.63586,0.64397
2000,4,9,0.21349,0.58591,0.6236
2000,4,10,0.41394,0.46626,0.6235
2000,4,11,0.49006,0.10239,0.50064
2000,4,12,0.44085,-0.11793,0.45635
2000,4,13,0.48351,-0.23694,0.53845
2000,4,14,0.28508,-0.08879,0.29859
2000,4,15,0.1557,0.039,0.16051
2000,4,16,-0.3251,0.01963,0.32569
2000,4,17,-0.61331,0.2525,0.66325
2000,4,18,-0.50307,0.45799,0.68032
2000,4,19,-0.53207,0.72425,0.89868
2000,4,20,-0.48783,0.52725,0.71831
2000,4,21,-0.32292,0.60105,0.6823
2000,4,22,-0.14778,0.72197,0.73694
2000,4,23,-0.17369,0.72471,0.74524
2000,4,24,-0.0873,0.71215,0.71748
2000,4,25,-0.05966,0.8405,0.84261
2000,4,26,-0.02364,1.04767,1.04794
2000,4,27,-0.04318,1.01864,1.01955
2000,4,28,0.07921,0.72777,0.73207
2000,4,29,0.05437,0.7358,0.73781
2000,4,30,0.03424,1.00052,1.0011
