Year,Month,Day,FMO1,FMO2,Amplitude
1979,1,1,0.30443,0.83719,0.89082
1979,1,2,0.19164,0.95752,0.97651
1979,1,3,0.04358,1.063,1.06389
1979,1,4,-0.13524,1.14422,1.15219
1979,1,5,-0.33757,1.19268,1.23954
1979,1,6,-0.5537,1.20145,1.3229
1979,1,7,-0.77211,1.16575,1.39826
1979,1,8,-0.98023,1.08335,1.46099
1979,1,9,-1.16534,0.95486,1.50658
1979,1,10,-1.31552,0.78374,1.53129
1979,1,11,-1.42057,0.57614,1.53296
1979,1,12,-1.47286,0.34054,1.51172
1979,1,13,-1.46794,0.08721,1.47053
1979,1,14,-1.40497,-0.17247,1.41552
1979,1,15,-1.28688,-0.4267,1.35578
1979,1,16,-1.12015,-0.66413,1.30223
1979,1,17,-0.91445,-0.8745,1.26529
1979,1,18,-0.68189,-1.04935,1.25145
1979,1,19,-0.43617,-1.18254,1.26041
1979,1,20,-0.19152,-1.27054,1.2849
1979,1,21,0.03833,-1.31265,1.31321
1979,1,22,0.2412,-1.31091,1.33291
1979,1,23,0.40733,-1.26983,1.33356
1979,1,24,0.53008,-1.19606,1.30826
1979,1,25,0.60638,-1.09778,1.25412
1979,1,26,0.63684,-0.98406,1.17216
1979,1,27,0.62561,-0.86426,1.06693
1979,1,28,0.5799,-0.74728,0.94589
1979,1,29,0.50926,-0.64104,0.81871
1979,1,30,0.42475,-0.55196,0.69648
1979,1,31,0.33787,-0.4846,0.59076
1979,2,1,0.25958,-0.44147,0.51213
1979,2,2,0.19936,-0.42297,0.4676
1979,2,3,0.16438,-0.42756,0.45807
1979,2,4,0.15898,-0.45194,0.47909
1979,2,5,0.18433,-0.49148,0.52491
1979,2,6,0.23842,-0.54058,0.59082
1979,2,7,0.31635,-0.5932,0.67229
1979,2,8,0.4109,-0.64327,0.76331
1979,2,9,0.51321,-0.68512,0.85602
1979,2,10,0.61373,-0.7138,0.94137
1979,2,11,0.70311,-0.72538,1.01022
1979,2,12,0.77313,-0.71704,1.05445
1979,2,13,0.81743,-0.68712,1.06786
1979,2,14,0.83215,-0.6351,1.04682
1979,2,15,0.81621,-0.56142,0.99066
1979,2,16,0.7714,-0.46733,0.90192
1979,2,17,0.70211,-0.35467,0.78661
1979,2,18,0.61487,-0.22562,0.65496
1979,2,19,0.51763,-0.08256,0.52417
1979,2,20,0.4189,0.07211,0.42506
1979,2,21,0.32687,0.23606,0.4032
1979,2,22,0.24849,0.40702,0.47687
1979,2,23,0.18872,0.58277,0.61257
1979,2,24,0.14998,0.76107,0.7757
1979,2,25,0.13178,0.93949,0.94869
1979,2,26,0.13074,1.11534,1.12298
1979,2,27,0.14085,1.28549,1.29318
1979,2,28,0.15401,1.44632,1.45449
1979,3,1,0.16082,1.59367,1.60177
1979,3,2,0.15158,1.72291,1.72957
1979,3,3,0.11724,1.82901,1.83276
1979,3,4,0.05049,1.90675,1.90741
1979,3,5,-0.05339,1.951,1.95173
1979,3,6,-0.19579,1.95705,1.96682
1979,3,7,-0.37441,1.9209,1.95704
1979,3,8,-0.58308,1.83967,1.92986
1979,3,9,-0.81208,1.71191,1.89476
1979,3,10,-1.04868,1.53789,1.86141
1979,3,11,-1.278,1.31976,1.83713
1979,3,12,-1.48413,1.06166,1.82476
1979,3,13,-1.65137,0.76972,1.82195
1979,3,14,-1.76546,0.45187,1.82238
1979,3,15,-1.81481,0.1176,1.81862
1979,3,16,-1.79148,-0.22243,1.80524
1979,3,17,-1.69197,-0.55684,1.78125
1979,3,18,-1.51762,-0.87407,1.75133
1979,3,19,-1.27464,-1.16292,1.72543
1979,3,20,-0.97382,-1.41312,1.71617
1979,3,21,-0.62982,-1.61582,1.73423
1979,3,22,-0.26015,-1.76403,1.78311
1979,3,23,0.11598,-1.85301,1.85663
1979,3,24,0.47905,-1.88045,1.94051
1979,3,25,0.81057,-1.84662,2.01669
1979,3,26,1.09432,-1.75435,2.06767
1979,3,27,1.31746,-1.60882,2.07943
1979,3,28,1.47127,-1.41739,2.04294
1979,3,29,1.55162,-1.18913,1.95488
1979,3,30,1.5591,-0.93447,1.8177
1979,3,31,1.49869,-0.66468,1.63947
1979,4,1,1.3792,-0.39132,1.43364
1979,4,2,1.21241,-0.12579,1.21892
1979,4,3,1.01197,0.1212,1.0192
1979,4,4,0.7923,0.34002,0.86218
1979,4,5,0.56746,0.52254,0.7714
1979,4,6,0.35009,0.6624,0.74923
1979,4,7,0.15064,0.75523,0.77011
1979,4,8,-0.02326,0.79874,0.79908
1979,4,9,-0.16704,0.79281,0.81022
1979,4,10,-0.27918,0.7394,0.79035
1979,4,11,-0.36086,0.64243,0.73684
1979,4,12,-0.41545,0.50759,0.65594
1979,4,13,-0.44778,0.34211,0.56352
1979,4,14,-0.4633,0.15441,0.48835
1979,4,15,-0.46725,-0.04624,0.46954
1979,4,16,-0.46401,-0.25005,0.5271
1979,4,17,-0.45645,-0.44714,0.63897
1979,4,18,-0.44561,-0.62793,0.76998
1979,4,19,-0.43066,-0.78352,0.89408
1979,4,20,-0.40901,-0.90604,0.99409
1979,4,21,-0.37676,-0.98902,1.05836
1979,4,22,-0.32932,-1.02764,1.07912
1979,4,23,-0.26214,-1.01895,1.05213
1979,4,24,-0.17152,-0.96204,0.97721
1979,4,25,-0.05536,-0.85812,0.8599
1979,4,26,0.0862,-0.71044,0.71565
1979,4,27,0.25037,-0.52422,0.58094
1979,4,28,0.43149,-0.30643,0.52923
1979,4,29,0.62119,-0.06551,0.62464
1979,4,30,0.80877,0.18904,0.83057
1979,5,1,0.98188,0.44703,1.07885
1979,5,2,1.12742,0.69808,1.32604
1979,5,3,1.23257,0.93211,1.54534
1979,5,4,1.28591,1.13979,1.71833
1979,5,5,1.27843,1.31296,1.83255
1979,5,6,1.20448,1.44503,1.88119
1979,5,7,1.06242,1.53126,1.86373
1979,5,8,0.85501,1.56896,1.78681
1979,5,9,0.58946,1.55755,1.66536
1979,5,10,0.27709,1.49855,1.52395
1979,5,11,-0.0673,1.39541,1.39703
1979,5,12,-0.42642,1.2533,1.32386
1979,5,13,-0.78161,1.07876,1.33216
1979,5,14,-1.11417,0.87933,1.41936
1979,5,15,-1.40669,0.66309,1.55514
1979,5,16,-1.64425,0.4383,1.70167
1979,5,17,-1.81548,0.21293,1.82792
1979,5,18,-1.91329,-0.00567,1.9133
1979,5,19,-1.93534,-0.21109,1.94682
1979,5,20,-1.88407,-0.39805,1.92566
1979,5,21,-1.76633,-0.56253,1.85375
1979,5,22,-1.5928,-0.70184,1.74057
1979,5,23,-1.37694,-0.81452,1.59981
1979,5,24,-1.1339,-0.90026,1.44783
1979,5,25,-0.87925,-0.95972,1.30159
1979,5,26,-0.6277,-0.99432,1.17587
1979,5,27,-0.39204,-1.00599,1.07968
1979,5,28,-0.18216,-0.99699,1.01349
1979,5,29,-0.00449,-0.96971,0.96972
1979,5,30,0.13836,-0.92652,0.9368
1979,5,31,0.24748,-0.86966,0.90419
1979,6,1,0.32729,-0.80119,0.86546
1979,6,2,0.38479,-0.72299,0.81901
1979,6,3,0.4287,-0.63682,0.76768
1979,6,4,0.46832,-0.54436,0.71809
1979,6,5,0.5125,-0.44729,0.68024
1979,6,6,0.56854,-0.34738,0.66627
1979,6,7,0.64142,-0.24653,0.68717
1979,6,8,0.73312,-0.14683,0.74768
1979,6,9,0.84233,-0.05049,0.84384
1979,6,10,0.9645,0.04016,0.96533
1979,6,11,1.09219,0.12279,1.09907
1979,6,12,1.21572,0.19522,1.2313
1979,6,13,1.32408,0.25553,1.34852
1979,6,14,1.40597,0.30227,1.4381
1979,6,15,1.4509,0.33457,1.48898
1979,6,16,1.45027,0.35226,1.49244
1979,6,17,1.39826,0.35595,1.44286
1979,6,18,1.29255,0.34704,1.33833
1979,6,19,1.13468,0.32763,1.18104
1979,6,20,0.93013,0.30047,0.97745
1979,6,21,0.68799,0.26868,0.73859
1979,6,22,0.42043,0.2356,0.48194
1979,6,23,0.14175,0.20445,0.24878
1979,6,24,-0.13265,0.1781,0.22207
1979,6,25,-0.38746,0.1588,0.41874
1979,6,26,-0.60863,0.14794,0.62635
1979,6,27,-0.78444,0.14589,0.79789
1979,6,28,-0.90641,0.15192,0.91905
1979,6,29,-0.96989,0.16425,0.9837
1979,6,30,-0.97436,0.18008,0.99087
1979,7,1,-0.92343,0.19589,0.94398
1979,7,2,-0.82441,0.20762,0.85015
1979,7,3,-0.68765,0.21113,0.71933
1979,7,4,-0.52567,0.20248,0.56331
1979,7,5,-0.35203,0.17839,0.39465
1979,7,6,-0.18025,0.13657,0.22614
1979,7,7,-0.02269,0.07603,0.07934
1979,7,8,0.1104,-0.0027,0.11043
1979,7,9,0.21161,-0.09747,0.23298
1979,7,10,0.27692,-0.20453,0.34426
1979,7,11,0.30576,-0.31863,0.4416
1979,7,12,0.30095,-0.43336,0.52761
1979,7,13,0.26822,-0.54145,0.60424
1979,7,14,0.21551,-0.63525,0.67081
1979,7,15,0.15209,-0.70727,0.72343
1979,7,16,0.08762,-0.75064,0.75573
1979,7,17,0.03108,-0.75967,0.76031
1979,7,18,-0.01006,-0.73028,0.73035
1979,7,19,-0.03065,-0.66032,0.66103
1979,7,20,-0.0283,-0.54985,0.55058
1979,7,21,-0.00371,-0.40121,0.40123
1979,7,22,0.03942,-0.21898,0.2225
1979,7,23,0.09475,-0.00979,0.09525
1979,7,24,0.15384,0.21803,0.26684
1979,7,25,0.20698,0.45486,0.49973
1979,7,26,0.24409,0.69029,0.73218
1979,7,27,0.2557,0.91377,0.94887
1979,7,28,0.23387,1.11509,1.13935
1979,7,29,0.17298,1.285,1.2966
1979,7,30,0.07038,1.41568,1.41743
1979,7,31,-0.07327,1.50112,1.50291
1979,8,1,-0.25388,1.53746,1.55828
1979,8,2,-0.46416,1.52309,1.59224
1979,8,3,-0.694,1.45872,1.61539
1979,8,4,-0.93123,1.34726,1.63778
1979,8,5,-1.16243,1.19362,1.66613
1979,8,6,-1.37387,1.00437,1.70185
1979,8,7,-1.55254,0.78736,1.74079
1979,8,8,-1.68701,0.55129,1.7748
1979,8,9,-1.76825,0.30522,1.7944
1979,8,10,-1.79025,0.05818,1.79119
1979,8,11,-1.75036,-0.18129,1.75973
1979,8,12,-1.64949,-0.40548,1.69859
1979,8,13,-1.49188,-0.60782,1.61095
1979,8,14,-1.28483,-0.78308,1.50466
1979,8,15,-1.0381,-0.92747,1.39207
1979,8,16,-0.76319,-1.03878,1.28899
1979,8,17,-0.47255,-1.11624,1.21214
1979,8,18,-0.17878,-1.16053,1.17422
1979,8,19,0.10621,-1.17358,1.17838
1979,8,20,0.37184,-1.15844,1.21665
1979,8,21,0.60944,-1.11898,1.27418
1979,8,22,0.81263,-1.05978,1.33548
1979,8,23,0.97753,-0.98579,1.38829
1979,8,24,1.10273,-0.90217,1.42476
1979,8,25,1.18918,-0.81404,1.44111
1979,8,26,1.23983,-0.72627,1.43688
1979,8,27,1.25925,-0.64328,1.41404
1979,8,28,1.25314,-0.56891,1.37624
1979,8,29,1.22784,-0.5062,1.3281
1979,8,30,1.18982,-0.45734,1.27468
1979,8,31,1.14522,-0.42354,1.22103
1979,9,1,1.09958,-0.40501,1.17179
1979,9,2,1.05747,-0.40087,1.1309
1979,9,3,1.02241,-0.40927,1.10128
1979,9,4,0.99675,-0.4274,1.08451
1979,9,5,0.9817,-0.45161,1.0806
1979,9,6,0.97745,-0.47762,1.0879
1979,9,7,0.98324,-0.50067,1.10338
1979,9,8,0.99758,-0.51581,1.12304
1979,9,9,1.01835,-0.51817,1.1426
1979,9,10,1.04301,-0.50321,1.15806
1979,9,11,1.06871,-0.46706,1.16631
1979,9,12,1.09237,-0.40673,1.16563
1979,9,13,1.11081,-0.32039,1.15609
1979,9,14,1.12079,-0.20754,1.13984
1979,9,15,1.11906,-0.06911,1.1212
1979,9,16,1.10245,0.09251,1.10633
1979,9,17,1.06791,0.27351,1.10238
1979,9,18,1.01262,0.46879,1.11587
1979,9,19,0.9341,0.67219,1.15082
1979,9,20,0.83039,0.87677,1.20758
1979,9,21,0.70015,1.07514,1.28302
1979,9,22,0.54288,1.25987,1.37186
1979,9,23,0.35908,1.42385,1.46843
1979,9,24,0.15036,1.56064,1.56786
1979,9,25,-0.08045,1.66483,1.66677
1979,9,26,-0.32927,1.73231,1.76333
1979,9,27,-0.59081,1.76046,1.85695
1979,9,28,-0.8587,1.74821,1.94772
1979,9,29,-1.12569,1.69612,2.03568
1979,9,30,-1.38392,1.60622,2.12018
1979,10,1,-1.62529,1.4819,2.19945
1979,10,2,-1.84185,1.32763,2.27046
1979,10,3,-2.02618,1.14867,2.32913
1979,10,4,-2.17181,0.95078,2.37081
1979,10,5,-2.27359,0.73988,2.39095
1979,10,6,-2.32796,0.52176,2.38572
1979,10,7,-2.3332,0.30182,2.35264
1979,10,8,-2.28948,0.08488,2.29105
1979,10,9,-2.19893,-0.12495,2.20248
1979,10,10,-2.06548,-0.32433,2.09079
1979,10,11,-1.89465,-0.51063,1.96225
1979,10,12,-1.69327,-0.68191,1.82542
1979,10,13,-1.46907,-0.83674,1.69065
1979,10,14,-1.23033,-0.97408,1.56925
1979,10,15,-0.98541,-1.09309,1.47169
1979,10,16,-0.74237,-1.19301,1.40513
1979,10,17,-0.50861,-1.27302,1.37087
1979,10,18,-0.29056,-1.33221,1.36352
1979,10,19,-0.09347,-1.36951,1.37269
1979,10,20,0.07875,-1.38381,1.38605
1979,10,21,0.22359,-1.37406,1.39213
1979,10,22,0.33992,-1.33938,1.38184
1979,10,23,0.42791,-1.27932,1.34899
1979,10,24,0.48889,-1.19402,1.29023
1979,10,25,0.52522,-1.08439,1.20489
1979,10,26,0.54007,-0.95231,1.09479
1979,10,27,0.53723,-0.80068,0.96421
1979,10,28,0.52097,-0.63345,0.82016
1979,10,29,0.49584,-0.45558,0.67336
1979,10,30,0.4665,-0.27286,0.54044
1979,10,31,0.43763,-0.09167,0.44713
1979,11,1,0.41375,0.08132,0.42167
1979,11,2,0.39912,0.23952,0.46548
1979,11,3,0.3976,0.37687,0.54783
1979,11,4,0.41251,0.48814,0.6391
1979,11,5,0.44649,0.56941,0.72359
1979,11,6,0.50133,0.61827,0.79598
1979,11,7,0.57781,0.63413,0.85789
1979,11,8,0.67557,0.61824,0.91576
1979,11,9,0.79298,0.57375,0.97878
1979,11,10,0.92707,0.50551,1.05594
1979,11,11,1.07349,0.41982,1.15266
1979,11,12,1.22657,0.32405,1.26865
1979,11,13,1.37949,0.22619,1.39791
1979,11,14,1.52452,0.13429,1.53042
1979,11,15,1.6533,0.056,1.65425
1979,11,16,1.75733,-0.00204,1.75733
1979,11,17,1.82839,-0.03458,1.82871
1979,11,18,1.85909,-0.03818,1.85948
1979,11,19,1.84337,-0.01148,1.8434
1979,11,20,1.77698,0.04472,1.77754
1979,11,21,1.65789,0.12748,1.66279
1979,11,22,1.4866,0.23183,1.50457
1979,11,23,1.26627,0.35116,1.31406
1979,11,24,1.00272,0.47755,1.11063
1979,11,25,0.70422,0.60235,0.92669
1979,11,26,0.38117,0.71669,0.81175
1979,11,27,0.04556,0.81205,0.81332
1979,11,28,-0.2897,0.88082,0.92724
1979,11,29,-0.61146,0.91679,1.10199
1979,11,30,-0.90715,0.91551,1.28883
1979,12,1,-1.16551,0.8746,1.45717
1979,12,2,-1.37729,0.79388,1.58971
1979,12,3,-1.53578,0.67537,1.67772
1979,12,4,-1.63721,0.52315,1.71876
1979,12,5,-1.68097,0.34314,1.71564
1979,12,6,-1.66955,0.14268,1.67563
1979,12,7,-1.60832,-0.06985,1.60984
1979,12,8,-1.50512,-0.28558,1.53197
1979,12,9,-1.36959,-0.4956,1.4565
1979,12,10,-1.21254,-0.69146,1.39584
1979,12,11,-1.04511,-0.86566,1.35706
1979,12,12,-0.87799,-1.01191,1.33971
1979,12,13,-0.72072,-1.12552,1.3365
1979,12,14,-0.58105,-1.20347,1.3364
1979,12,15,-0.4645,-1.24456,1.32842
1979,12,16,-0.37409,-1.24929,1.3041
1979,12,17,-0.31032,-1.21976,1.25862
1979,12,18,-0.27129,-1.15944,1.19075
1979,12,19,-0.25306,-1.07286,1.1023
1979,12,20,-0.25016,-0.96533,0.99721
1979,12,21,-0.25621,-0.84253,0.88063
1979,12,22,-0.26453,-0.71025,0.75792
1979,12,23,-0.26887,-0.57401,0.63386
1979,12,24,-0.26395,-0.43879,0.51206
1979,12,25,-0.24593,-0.30888,0.39482
1979,12,26,-0.21277,-0.18763,0.28368
1979,12,27,-0.16434,-0.07744,0.18167
1979,12,28,-0.10237,0.02029,0.10436
1979,12,29,-0.03024,0.10513,0.1094
1979,12,30,0.04742,0.17752,0.18374
1979,12,31,0.12526,0.23861,0.26949
1980,1,1,0.19771,0.29013,0.35109
1980,1,2,0.25962,0.33417,0.42317
1980,1,3,0.3068,0.373,0.48297
1980,1,4,0.33642,0.40888,0.52949
1980,1,5,0.34735,0.44389,0.56364
1980,1,6,0.34029,0.47975,0.58819
1980,1,7,0.31776,0.51774,0.60747
1980,1,8,0.28382,0.55854,0.62651
1980,1,9,0.24378,0.60224,0.64971
1980,1,10,0.20365,0.6483,0.67954
1980,1,11,0.16956,0.69555,0.71592
1980,1,12,0.1472,0.74223,0.75669
1980,1,13,0.14123,0.78612,0.79871
1980,1,14,0.1548,0.82463,0.83903
1980,1,15,0.18915,0.8549,0.87557
1980,1,16,0.24348,0.87401,0.90729
1980,1,17,0.31488,0.87915,0.93384
1980,1,18,0.39852,0.86773,0.95487
1980,1,19,0.48797,0.83764,0.9694
1980,1,20,0.57572,0.78735,0.97538
1980,1,21,0.65372,0.7161,0.96962
1980,1,22,0.71409,0.62401,0.94832
1980,1,23,0.74968,0.51215,0.90792
1980,1,24,0.75471,0.3826,0.84615
1980,1,25,0.72527,0.23845,0.76346
1980,1,26,0.65962,0.08371,0.66491
1980,1,27,0.55841,-0.07676,0.56366
1980,1,28,0.42463,-0.23745,0.48652
1980,1,29,0.26348,-0.39243,0.47268
1980,1,30,0.08198,-0.53558,0.54182
1980,1,31,-0.11148,-0.66089,0.67023
1980,2,1,-0.30773,-0.7628,0.82254
1980,2,2,-0.4974,-0.8365,0.97321
1980,2,3,-0.67154,-0.8782,1.10553
1980,2,4,-0.82215,-0.88545,1.20829
1980,2,5,-0.94268,-0.8573,1.27421
1980,2,6,-1.0283,-0.79447,1.29946
1980,2,7,-1.07612,-0.69941,1.28344
1980,2,8,-1.08523,-0.57628,1.22875
1980,2,9,-1.05658,-0.4308,1.14103
1980,2,10,-0.99275,-0.27005,1.02882
1980,2,11,-0.89762,-0.10218,0.90341
1980,2,12,-0.776,0.064,0.77864
1980,2,13,-0.63324,0.21947,0.67019
1980,2,14,-0.47479,0.35541,0.59308
1980,2,15,-0.30592,0.46378,0.55559
1980,2,16,-0.13141,0.53771,0.55354
1980,2,17,0.04458,0.572,0.57373
1980,2,18,0.21859,0.56339,0.60431
1980,2,19,0.38784,0.5109,0.64144
1980,2,20,0.55011,0.41596,0.68966
1980,2,21,0.70355,0.28238,0.7581
1980,2,22,0.84652,0.1163,0.85447
1980,2,23,0.97734,-0.07409,0.98014
1980,2,24,1.09413,-0.27891,1.12912
1980,2,25,1.19469,-0.48707,1.29017
1980,2,26,1.27642,-0.68686,1.44949
1980,2,27,1.33634,-0.86653,1.59269
1980,2,28,1.37121,-1.01498,1.70599
1980,2,29,1.37774,-1.12236,1.77704
1980,3,1,1.35277,-1.18068,1.79555
1980,3,2,1.29362,-1.18431,1.75387
1980,3,3,1.19834,-1.13038,1.64736
1980,3,4,1.06605,-1.01901,1.47474
1980,3,5,0.89712,-0.85344,1.23822
1980,3,6,0.69338,-0.63993,0.94355
1980,3,7,0.45823,-0.38756,0.60015
1980,3,8,0.19659,-0.10778,0.2242
1980,3,9,-0.08517,0.18606,0.20463
1980,3,10,-0.37943,0.47945,0.61142
1980,3,11,-0.67759,0.75739,1.01625
1980,3,12,-0.97044,1.00521,1.39721
1980,3,13,-1.24852,1.20934,1.73819
1980,3,14,-1.5025,1.35808,2.02531
1980,3,15,-1.72362,1.44224,2.24743
1980,3,16,-1.90401,1.45573,2.39675
1980,3,17,-2.03701,1.39589,2.46939
1980,3,18,-2.11744,1.26376,2.4659
1980,3,19,-2.14177,1.0641,2.39154
1980,3,20,-2.10822,0.80519,2.25676
1980,3,21,-2.01685,0.49853,2.07755
1980,3,22,-1.86948,0.15823,1.87616
1980,3,23,-1.66966,-0.1996,1.68155
1980,3,24,-1.42254,-0.55769,1.52795
1980,3,25,-1.13472,-0.89845,1.44734
1980,3,26,-0.81407,-1.20484,1.45408
1980,3,27,-0.46952,-1.46131,1.53488
1980,3,28,-0.11083,-1.6545,1.65821
1980,3,29,0.25161,-1.77401,1.79176
1980,3,30,0.60713,-1.81288,1.91184
1980,3,31,0.945,-1.768,2.0047
1980,4,1,1.25478,-1.64022,2.06514
1980,4,2,1.52665,-1.43436,2.09476
1980,4,3,1.75176,-1.15893,2.10042
1980,4,4,1.92259,-0.82574,2.09241
1980,4,5,2.03332,-0.44923,2.08235
1980,4,6,2.08011,-0.04582,2.08062
1980,4,7,2.06142,0.36695,2.09383
1980,4,8,1.97818,0.77128,2.12322
1980,4,9,1.83387,1.14995,2.16459
1980,4,10,1.63453,1.4872,2.20986
1980,4,11,1.38861,1.76941,2.24923
1980,4,12,1.10663,1.98573,2.27326
1980,4,13,0.8008,2.12852,2.27417
1980,4,14,0.48441,2.19366,2.24651
1980,4,15,0.17124,2.18065,2.18736
1980,4,16,-0.12525,2.09247,2.09622
1980,4,17,-0.39257,1.9354,1.97481
1980,4,18,-0.62001,1.71853,1.82695
1980,4,19,-0.79919,1.45328,1.65853
1980,4,20,-0.92463,1.15272,1.47774
1980,4,21,-0.99408,0.83092,1.29562
1980,4,22,-1.00866,0.50217,1.12675
1980,4,23,-0.97278,0.18034,0.98935
1980,4,24,-0.89383,-0.12176,0.90209
1980,4,25,-0.78171,-0.39301,0.87494
1980,4,26,-0.64808,-0.62435,0.8999
1980,4,27,-0.50558,-0.80913,0.9541
1980,4,28,-0.36691,-0.94335,1.01219
1980,4,29,-0.24391,-1.02563,1.05424
1980,4,30,-0.1467,-1.05718,1.06731
1980,5,1,-0.08297,-1.04155,1.04485
1980,5,2,-0.05735,-0.98438,0.98605
1980,5,3,-0.07115,-0.89292,0.89575
1980,5,4,-0.12226,-0.77563,0.7852
1980,5,5,-0.20527,-0.64166,0.6737
1980,5,6,-0.31198,-0.50039,0.58968
1980,5,7,-0.43201,-0.36088,0.5629
1980,5,8,-0.55363,-0.23147,0.60006
1980,5,9,-0.66468,-0.11939,0.67532
1980,5,10,-0.75355,-0.03047,0.75417
1980,5,11,-0.81011,0.03114,0.81071
1980,5,12,-0.82647,0.06305,0.82887
1980,5,13,-0.79769,0.0647,0.80031
1980,5,14,-0.72212,0.03726,0.72308
1980,5,15,-0.60158,-0.01645,0.60181
1980,5,16,-0.44124,-0.0922,0.45077
1980,5,17,-0.24919,-0.18466,0.31015
1980,5,18,-0.03589,-0.28766,0.28989
1980,5,19,0.18666,-0.39462,0.43654
1980,5,20,0.40582,-0.49885,0.64307
1980,5,21,0.60925,-0.59398,0.85088
1980,5,22,0.78581,-0.67423,1.03542
1980,5,23,0.9264,-0.73477,1.18241
1980,5,24,1.02452,-0.77193,1.28278
1980,5,25,1.07676,-0.7834,1.33159
1980,5,26,1.08292,-0.76831,1.32779
1980,5,27,1.04594,-0.72725,1.27393
1980,5,28,0.97155,-0.66225,1.17579
1980,5,29,0.86774,-0.57658,1.04183
1980,5,30,0.74406,-0.47457,0.88252
1980,5,31,0.61079,-0.36133,0.70966
1980,6,1,0.47813,-0.24244,0.53608
1980,6,2,0.35539,-0.12359,0.37626
1980,6,3,0.25029,-0.01022,0.2505
1980,6,4,0.16845,0.09276,0.19231
1980,6,5,0.11302,0.18136,0.21369
1980,6,6,0.08457,0.25266,0.26643
1980,6,7,0.08118,0.30503,0.31565
1980,6,8,0.09879,0.33821,0.35235
1980,6,9,0.1316,0.35329,0.37701
1980,6,10,0.17273,0.35261,0.39264
1980,6,11,0.21482,0.33956,0.40181
1980,6,12,0.25076,0.31833,0.40523
1980,6,13,0.27427,0.29356,0.40175
1980,6,14,0.28038,0.27002,0.38926
1980,6,15,0.26584,0.25216,0.36641
1980,6,16,0.22928,0.24382,0.33469
1980,6,17,0.17121,0.24787,0.30125
1980,6,18,0.09387,0.26598,0.28206
1980,6,19,0.0009,0.29844,0.29844
1980,6,20,-0.10304,0.3441,0.3592
1980,6,21,-0.21286,0.40045,0.45351
1980,6,22,-0.32343,0.46374,0.56539
1980,6,23,-0.43015,0.52925,0.682
1980,6,24,-0.52927,0.59164,0.79383
1980,6,25,-0.61819,0.64538,0.89368
1980,6,26,-0.69557,0.68512,0.97632
1980,6,27,-0.76132,0.7062,1.03842
1980,6,28,-0.81643,0.70498,1.07868
1980,6,29,-0.86264,0.67924,1.09796
1980,6,30,-0.90209,0.62835,1.09936
1980,7,1,-0.93689,0.55343,1.08814
1980,7,2,-0.96866,0.45734,1.0712
1980,7,3,-0.99817,0.34453,1.05596
1980,7,4,-1.02505,0.22075,1.04855
1980,7,5,-1.04761,0.09272,1.05171
1980,7,6,-1.06287,-0.03237,1.06336
1980,7,7,-1.06665,-0.14736,1.07678
1980,7,8,-1.05391,-0.24566,1.08217
1980,7,9,-1.0192,-0.32173,1.06877
1980,7,10,-0.95712,-0.37151,1.02669
1980,7,11,-0.86294,-0.39279,0.94814
1980,7,12,-0.73321,-0.38538,0.82832
1980,7,13,-0.56619,-0.35116,0.66625
1980,7,14,-0.36235,-0.29403,0.46664
1980,7,15,-0.12461,-0.21959,0.25248
1980,7,16,0.14157,-0.13481,0.19549
1980,7,17,0.42829,-0.0475,0.43091
1980,7,18,0.72547,0.03425,0.72628
1980,7,19,1.02139,0.10267,1.02654
1980,7,20,1.30328,0.15093,1.31199
1980,7,21,1.55806,0.17362,1.5677
1980,7,22,1.77314,0.16725,1.78101
1980,7,23,1.93726,0.13048,1.94165
1980,7,24,2.04118,0.06432,2.04219
1980,7,25,2.07834,-0.02796,2.07853
1980,7,26,2.04539,-0.14098,2.05024
1980,7,27,1.94239,-0.26765,1.96074
1980,7,28,1.77297,-0.39965,1.81746
1980,7,29,1.54417,-0.52805,1.63196
1980,7,30,1.26609,-0.6439,1.42042
1980,7,31,0.95134,-0.73896,1.20462
1980,8,1,0.61438,-0.80621,1.01363
1980,8,2,0.27073,-0.84045,0.88298
1980,8,3,-0.0639,-0.83863,0.84106
1980,8,4,-0.37445,-0.80008,0.88337
1980,8,5,-0.64733,-0.72656,0.9731
1980,8,6,-0.87112,-0.62213,1.07047
1980,8,7,-1.03714,-0.49283,1.14828
1980,8,8,-1.13991,-0.3462,1.19132
1980,8,9,-1.17731,-0.19078,1.19267
1980,8,10,-1.15071,-0.03538,1.15125
1980,8,11,-1.06474,0.11148,1.07056
1980,8,12,-0.92705,0.24224,0.95818
1980,8,13,-0.7478,0.35086,0.82602
1980,8,14,-0.53908,0.43316,0.69155
1980,8,15,-0.31427,0.48718,0.57975
1980,8,16,-0.08727,0.51317,0.52053
1980,8,17,0.12819,0.51355,0.5293
1980,8,18,0.31927,0.49263,0.58704
1980,8,19,0.47467,0.45619,0.65835
1980,8,20,0.5852,0.41095,0.71508
1980,8,21,0.64422,0.36395,0.73992
1980,8,22,0.64795,0.32195,0.72353
1980,8,23,0.59568,0.29081,0.66287
1980,8,24,0.48974,0.27497,0.56165
1980,8,25,0.33546,0.27705,0.43507
1980,8,26,0.14079,0.29762,0.32924
1980,8,27,-0.08402,0.33511,0.34548
1980,8,28,-0.32698,0.38594,0.50583
1980,8,29,-0.575,0.44475,0.72693
1980,8,30,-0.81452,0.50491,0.95832
1980,8,31,-1.03231,0.559,1.17394
