Year,Month,Day,RMM1,RMM2,Phase,Amplitude
1974,6,1,1.63447,1.20304,5,2.02948
1974,6,2,1.60289,1.01512,5,1.89729
1974,6,3,1.51625,1.08551,5,1.86476
1974,6,4,1.50981,1.03573,5,1.83092
1974,6,5,1.55906,1.30518,5,2.03326
1974,6,6,1.20626,1.62889,6,2.02690
1974,6,7,0.61110,1.72248,6,1.82767
1974,6,8,0.32640,1.77818,6,1.80789
1974,6,9,0.09383,1.35694,6,1.36018
1974,6,10,-0.08613,0.77548,7,0.78024
1974,6,11,0.11139,0.38953,6,0.40515
1974,6,12,0.12049,0.01389,5,0.12129
1974,6,13,0.01928,-0.21767,3,0.21852
1974,6,14,-0.10436,-0.38105,2,0.39508
1974,6,15,-0.18294,-0.64535,2,0.67078
1974,6,16,-0.23596,-0.47107,2,0.52687
1974,6,17,-0.49869,-0.48752,1,0.69740
1974,6,18,-0.56980,-0.36398,1,0.67613
1974,6,19,-0.69503,-0.35557,1,0.78070
1974,6,20,-0.72915,-0.47646,1,0.87102
1974,6,21,-1.09443,-0.83275,1,1.37523
1974,6,22,-1.09851,-0.83867,1,1.38206
1974,6,23,-1.06244,-0.50405,1,1.17594
1974,6,24,-0.88507,-0.32444,1,0.94266
1974,6,25,-0.76582,-0.33355,1,0.83530
1974,6,26,-0.83447,-0.41418,1,0.93161
1974,6,27,-0.80130,-0.35989,1,0.87841
1974,6,28,-0.56442,-0.29799,1,0.63825
1974,6,29,-0.09705,-0.40189,2,0.41344
1974,6,30,0.00915,-0.24385,3,0.24402
1974,7,1,0.26055,0.08710,5,0.27472
1974,7,2,0.26702,0.23012,5,0.35250
1974,7,3,0.35558,0.38716,6,0.52567
1974,7,4,0.84438,0.42614,5,0.94582
1974,7,5,1.12066,0.40039,5,1.19004
1974,7,6,1.07635,0.59541,5,1.23006
1974,7,7,0.81290,0.87044,6,1.19100
1974,7,8,0.43173,1.08825,6,1.17076
1974,7,9,0.08102,1.17053,6,1.17333
1974,7,10,-0.12074,1.12966,7,1.13609
1974,7,11,-0.27892,0.99857,7,1.03679
1974,7,12,-0.13957,0.70271,7,0.71644
1974,7,13,-0.20472,0.40228,7,0.45137
1974,7,14,-0.19937,0.11084,8,0.22811
1974,7,15,-0.09529,-0.13186,2,0.16269
1974,7,16,-0.10831,-0.31318,2,0.33138
1974,7,17,-0.00567,-0.50315,2,0.50318
1974,7,18,0.17969,-0.44851,3,0.48317
1974,7,19,0.28532,-0.48165,3,0.55981
1974,7,20,0.33099,-0.90205,3,0.96086
1974,7,21,0.36483,-1.29166,3,1.34219
1974,7,22,0.34642,-1.20997,3,1.25858
1974,7,23,0.39281,-1.04746,3,1.11869
1974,7,24,0.44717,-0.87783,3,0.98517
1974,7,25,0.45279,-0.83619,3,0.95091
1974,7,26,0.55687,-0.80813,3,0.98142
1974,7,27,0.73983,-0.60003,4,0.95257
1974,7,28,0.66544,-0.42068,4,0.78726
1974,7,29,0.78545,-0.13224,4,0.79650
1974,7,30,1.13624,0.05748,5,1.13770
1974,7,31,1.25198,0.66262,5,1.41652
1974,8,1,1.30887,0.96449,5,1.62585
1974,8,2,1.33118,1.27768,5,1.84513
1974,8,3,1.33971,1.39658,6,1.93527
1974,8,4,1.24842,1.59883,6,2.02849
1974,8,5,0.83587,1.67150,6,1.86884
1974,8,6,0.53585,1.73989,6,1.82053
1974,8,7,0.12357,1.77426,6,1.77856
1974,8,8,-0.14637,1.73052,7,1.73670
1974,8,9,-0.20364,1.43698,7,1.45134
1974,8,10,0.21717,1.28915,6,1.30731
1974,8,11,0.69976,0.96175,6,1.18939
1974,8,12,1.06369,0.65504,5,1.24920
1974,8,13,1.20518,0.48745,5,1.30002
1974,8,14,1.27891,0.49253,5,1.37048
1974,8,15,1.44282,0.49833,5,1.52645
1974,8,16,1.48221,0.18579,5,1.49381
1974,8,17,1.13067,0.06187,5,1.13237
1974,8,18,0.78694,-0.20013,4,0.81199
1974,8,19,0.43283,-0.32099,4,0.53886
1974,8,20,0.29647,-0.20141,4,0.35841
1974,8,21,0.35807,-0.17985,4,0.40070
1974,8,22,-0.07698,-0.03032,1,0.08273
1974,8,23,-0.44893,0.02539,8,0.44964
1974,8,24,-0.60205,-0.03057,1,0.60283
1974,8,25,-0.65280,0.09074,8,0.65907
1974,8,26,-0.41897,0.14821,8,0.44441
1974,8,27,-0.32314,-0.09149,1,0.33584
1974,8,28,-0.29387,-0.24602,1,0.38325
1974,8,29,-0.43109,-0.19288,1,0.47227
1974,8,30,-0.43665,-0.18707,1,0.47503
1974,8,31,-0.55283,-0.28943,1,0.62402
1974,9,1,-0.74307,-0.32226,1,0.80994
1974,9,2,-0.75701,-0.34913,1,0.83364
1974,9,3,-0.85425,-0.47043,1,0.97522
1974,9,4,-0.94622,-0.57048,1,1.10489
1974,9,5,-0.95005,-0.76164,1,1.21766
1974,9,6,-0.96431,-1.19541,2,1.53587
1974,9,7,-0.82861,-1.49167,2,1.70636
1974,9,8,-0.80840,-1.29056,2,1.52284
1974,9,9,-0.65212,-1.09195,2,1.27185
1974,9,10,-0.41313,-1.10617,2,1.18079
1974,9,11,-0.56989,-1.01692,2,1.16572
1974,9,12,-0.72498,-0.76901,2,1.05687
1974,9,13,-0.84693,-0.41614,1,0.94364
1974,9,14,-0.87630,-0.19989,1,0.89881
1974,9,15,-0.80840,-0.26515,1,0.85077
1974,9,16,-0.78055,-0.43065,1,0.89147
1974,9,17,-1.06102,-0.49926,1,1.17262
1974,9,18,-1.19990,-0.34350,1,1.24810
1974,9,19,-1.12629,-0.41894,1,1.20168
1974,9,20,-0.84606,-0.40851,1,0.93952
1974,9,21,-0.81789,-0.54576,1,0.98326
1974,9,22,-0.67410,-0.63260,1,0.92444
1974,9,23,-0.62136,-0.52232,1,0.81173
1974,9,24,-0.38978,-0.43152,2,0.58150
1974,9,25,-0.38810,-0.36067,1,0.52982
1974,9,26,-0.29288,-0.23269,1,0.37406
1974,9,27,-0.06466,-0.21548,2,0.22497
1974,9,28,0.08211,-0.39265,3,0.40114
1974,9,29,0.35314,-0.72870,3,0.80976
1974,9,30,0.55558,-0.88555,3,1.04540
1974,10,1,0.57893,-0.90974,3,1.07833
1974,10,2,0.75895,-0.95044,3,1.21628
1974,10,3,0.89665,-0.58042,4,1.06812
1974,10,4,0.67358,-0.38633,4,0.77650
1974,10,5,0.63214,-0.10522,4,0.64083
1974,10,6,0.51667,0.18419,5,0.54852
1974,10,7,0.83918,0.45932,5,0.95666
1974,10,8,1.03393,0.36872,5,1.09771
1974,10,9,1.26917,0.21625,5,1.28746
1974,10,10,1.51384,0.19686,5,1.52659
1974,10,11,1.64129,0.05414,5,1.64218
1974,10,12,1.58476,-0.08365,4,1.58697
1974,10,13,1.46195,-0.20847,4,1.47674
1974,10,14,1.24914,-0.19397,4,1.26411
1974,10,15,1.03918,-0.21719,4,1.06163
1974,10,16,1.06576,-0.05049,4,1.06695
1974,10,17,1.17822,0.17427,5,1.19104
1974,10,18,1.20346,0.39246,5,1.26583
1974,10,19,1.24572,0.53587,5,1.35608
1974,10,20,1.28298,0.63933,5,1.43345
1974,10,21,1.28400,0.73060,5,1.47731
1974,10,22,1.16142,0.79028,5,1.40479
1974,10,23,0.90082,0.65329,5,1.11277
1974,10,24,0.46230,0.51893,6,0.69499
1974,10,25,0.08077,0.56284,6,0.56861
1974,10,26,-0.12880,0.31278,7,0.33826
1974,10,27,-0.17058,-0.13217,1,0.21579
1974,10,28,-0.06456,-0.41755,2,0.42251
1974,10,29,0.01509,-0.23621,3,0.23669
1974,10,30,0.23195,-0.05586,4,0.23858
1974,10,31,0.50510,0.02594,5,0.50577
1974,11,1,0.52768,0.17588,5,0.55622
1974,11,2,0.32781,0.43578,6,0.54532
1974,11,3,0.29864,0.70565,6,0.76625
1974,11,4,0.45746,0.55005,6,0.71542
1974,11,5,0.45928,0.49216,6,0.67317
1974,11,6,0.45422,0.44554,5,0.63626
1974,11,7,0.66380,0.57642,5,0.87915
1974,11,8,0.39279,0.44640,6,0.59460
1974,11,9,0.24652,0.71623,6,0.75746
1974,11,10,-0.14855,0.80253,7,0.81616
1974,11,11,-0.67469,0.78139,7,1.03237
1974,11,12,-0.86120,0.73771,8,1.13396
1974,11,13,-0.77443,0.75321,8,1.08030
1974,11,14,-0.57188,0.67393,7,0.88387
1974,11,15,-0.48441,0.35138,8,0.59843
1974,11,16,-0.49530,0.28008,8,0.56901
1974,11,17,-0.47929,0.56145,7,0.73820
1974,11,18,-0.39283,0.78481,7,0.87764
1974,11,19,-0.39277,0.84857,7,0.93506
1974,11,20,-0.32886,0.89569,7,0.95416
1974,11,21,-0.17398,0.75479,7,0.77458
1974,11,22,0.31282,0.64343,6,0.71544
1974,11,23,0.86278,0.61814,5,1.06136
1974,11,24,0.85350,0.40556,5,0.94495
1974,11,25,0.97088,0.38490,5,1.04439
1974,11,26,0.81264,0.67189,5,1.05443
1974,11,27,0.70420,0.84164,6,1.09739
1974,11,28,0.43422,0.96936,6,1.06217
1974,11,29,0.02036,1.03585,6,1.03605
1974,11,30,-0.30756,1.13932,7,1.18011
1974,12,1,-0.72602,0.96864,7,1.21053
1974,12,2,-0.85041,0.89089,7,1.23162
1974,12,3,-0.95916,0.70960,8,1.19312
1974,12,4,-0.88388,0.20269,8,0.90682
1974,12,5,-0.67119,-0.33344,1,0.74945
1974,12,6,-0.40798,-0.63299,2,0.75307
1974,12,7,-0.09817,-0.47084,2,0.48097
1974,12,8,-0.19568,-0.18716,1,0.27077
1974,12,9,-0.04767,-0.03499,1,0.05913
1974,12,10,0.09095,-0.01155,4,0.09168
1974,12,11,0.28042,0.19360,5,0.34076
1974,12,12,-0.08618,0.41711,7,0.42592
1974,12,13,-0.24369,0.46977,7,0.52921
1974,12,14,-0.28283,0.20459,8,0.34907
1974,12,15,-0.39370,0.35829,8,0.53233
1974,12,16,-0.57059,0.59701,7,0.82583
1974,12,17,-0.48233,0.69856,7,0.84890
1974,12,18,-0.36357,0.71567,7,0.80272
1974,12,19,-0.50214,0.67306,7,0.83974
1974,12,20,-0.94753,0.73516,8,1.19928
1974,12,21,-1.26679,0.49437,8,1.35984
1974,12,22,-1.49286,0.41041,8,1.54825
1974,12,23,-1.41895,-0.18106,1,1.43045
1974,12,24,-1.43763,-0.36104,1,1.48227
1974,12,25,-1.35058,-0.54888,1,1.45786
1974,12,26,-1.08541,-0.86048,1,1.38512
1974,12,27,-0.72743,-1.01690,2,1.25029
1974,12,28,-0.49580,-0.72926,2,0.88184
1974,12,29,-0.26331,-0.53426,2,0.59562
1974,12,30,0.07714,-0.71887,3,0.72300
1974,12,31,0.18779,-1.07114,3,1.08748
1975,1,1,0.34993,-1.02217,3,1.08041
1975,1,2,0.40194,-1.21842,3,1.28301
1975,1,3,0.54532,-1.06970,3,1.20068
1975,1,4,0.24011,-1.05894,3,1.08583
1975,1,5,0.21040,-1.01378,3,1.03538
1975,1,6,0.42651,-1.13214,3,1.20982
1975,1,7,0.86389,-1.11867,3,1.41341
1975,1,8,1.09816,-0.67985,4,1.29157
1975,1,9,1.39965,-0.18226,4,1.41147
1975,1,10,1.38129,0.05680,5,1.38245
1975,1,11,1.42846,0.18202,5,1.44001
1975,1,12,1.19234,0.47754,5,1.28441
1975,1,13,0.70405,0.70963,6,0.99963
1975,1,14,0.49998,1.20179,6,1.30165
1975,1,15,0.24922,1.41221,6,1.43403
1975,1,16,-0.21245,1.70046,7,1.71368
1975,1,17,-0.65570,1.72551,7,1.84589
1975,1,18,-1.07110,1.53573,7,1.87236
1975,1,19,-1.51778,1.17969,8,1.92233
1975,1,20,-1.97859,1.23032,8,2.32992
1975,1,21,-2.08820,0.85870,8,2.25787
1975,1,22,-1.96537,0.66494,8,2.07481
1975,1,23,-1.96030,0.47571,8,2.01720
1975,1,24,-1.80096,0.42873,8,1.85129
1975,1,25,-2.04309,0.43445,8,2.08877
1975,1,26,-1.92614,0.61520,8,2.02200
1975,1,27,-1.77600,0.86229,8,1.97426
1975,1,28,-1.85055,1.17949,8,2.19448
1975,1,29,-2.07419,0.75050,8,2.20579
1975,1,30,-2.30922,0.61278,8,2.38914
1975,1,31,-2.15500,0.24451,8,2.16883
1975,2,1,-2.02066,-0.15080,1,2.02628
1975,2,2,-1.78478,-0.53524,1,1.86331
1975,2,3,-1.67861,-1.04601,1,1.97784
1975,2,4,-1.45917,-1.49882,2,2.09181
1975,2,5,-1.25000,-1.58734,2,2.02043
1975,2,6,-1.15580,-1.73176,2,2.08203
1975,2,7,-0.92309,-2.10977,2,2.30288
1975,2,8,-0.30786,-2.03526,2,2.05841
1975,2,9,0.31740,-1.65631,3,1.68644
1975,2,10,0.79783,-1.39782,3,1.60948
1975,2,11,1.06186,-0.90051,4,1.39229
1975,2,12,1.33920,-0.51900,4,1.43625
1975,2,13,1.30162,-0.01311,4,1.30168
1975,2,14,1.28277,0.32937,5,1.32438
1975,2,15,1.08165,0.86664,5,1.38601
1975,2,16,0.75318,1.02104,6,1.26878
1975,2,17,0.20765,0.94213,6,0.96475
1975,2,18,-0.44931,1.03002,7,1.12375
1975,2,19,-0.82283,0.90602,7,1.22390
1975,2,20,-1.02951,0.52389,8,1.15514
1975,2,21,-1.16531,0.38896,8,1.22851
1975,2,22,-1.10010,-0.12433,1,1.10710
1975,2,23,-1.38481,-0.04173,1,1.38544
1975,2,24,-1.51317,-0.06654,1,1.51463
1975,2,25,-1.35691,-0.28833,1,1.38721
1975,2,26,-0.87692,-0.59785,1,1.06133
1975,2,27,-0.70519,-0.99058,2,1.21595
1975,2,28,-0.54054,-1.13443,2,1.25663
1975,3,1,-0.35677,-1.20054,2,1.25243
1975,3,2,-0.07550,-1.19900,2,1.20137
1975,3,3,-0.06705,-1.29046,2,1.29220
1975,3,4,-0.43504,-1.42500,2,1.48993
1975,3,5,-0.44707,-1.37059,2,1.44166
1975,3,6,-0.05637,-1.49341,2,1.49447
1975,3,7,0.34938,-1.57543,3,1.61371
1975,3,8,0.22673,-1.60545,3,1.62138
1975,3,9,0.28754,-1.34672,3,1.37708
1975,3,10,0.42357,-1.14220,3,1.21821
1975,3,11,0.41606,-1.33121,3,1.39472
1975,3,12,0.45041,-1.49685,3,1.56314
1975,3,13,0.42614,-1.56566,3,1.62262
1975,3,14,0.61129,-1.68682,3,1.79417
1975,3,15,0.96259,-1.93252,3,2.15898
1975,3,16,1.06693,-2.08757,3,2.34442
1975,3,17,1.28534,-1.74719,3,2.16905
1975,3,18,1.13443,-1.29023,3,1.71803
1975,3,19,1.07235,-0.95158,4,1.43368
1975,3,20,1.40710,-0.68189,4,1.56362
1975,3,21,1.57281,-0.71108,4,1.72608
1975,3,22,1.57879,-0.33386,4,1.61370
1975,3,23,1.49852,0.31309,5,1.53088
1975,3,24,1.42146,0.66210,5,1.56809
1975,3,25,1.32772,0.93325,5,1.62290
1975,3,26,0.91229,0.95528,6,1.32092
1975,3,27,0.19299,0.73847,6,0.76327
1975,3,28,-0.25271,0.77641,7,0.81650
1975,3,29,-0.33398,1.02918,7,1.08201
1975,3,30,-0.46475,1.25758,7,1.34071
1975,3,31,-0.70597,1.52897,7,1.68409
1975,4,1,-0.81059,1.55368,7,1.75242
1975,4,2,-0.85488,1.19377,7,1.46830
1975,4,3,-1.00803,0.85827,8,1.32392
1975,4,4,-1.36239,0.85376,8,1.60780
1975,4,5,-1.33238,0.67816,8,1.49504
1975,4,6,-1.21341,0.36734,8,1.26779
1975,4,7,-1.26435,-0.06717,1,1.26613
1975,4,8,-1.09815,-0.48627,1,1.20099
1975,4,9,-0.84251,-1.18366,2,1.45289
1975,4,10,-0.66240,-1.45984,2,1.60309
1975,4,11,-0.65795,-1.54727,2,1.68135
1975,4,12,-0.58406,-2.02504,2,2.10758
1975,4,13,-0.31641,-2.36627,2,2.38733
1975,4,14,-0.03392,-2.69172,2,2.69193
1975,4,15,0.27017,-2.82523,3,2.83811
1975,4,16,0.67006,-2.47312,3,2.56229
1975,4,17,1.33311,-2.15441,3,2.53351
1975,4,18,1.88192,-1.65794,4,2.50807
1975,4,19,2.05780,-1.17218,4,2.36824
1975,4,20,2.17908,-0.73155,4,2.29860
1975,4,21,2.22366,-0.20938,4,2.23350
1975,4,22,2.24403,0.30977,5,2.26531
1975,4,23,1.88205,0.88284,5,2.07883
1975,4,24,1.54311,1.04672,5,1.86462
1975,4,25,1.10077,0.83877,5,1.38392
1975,4,26,0.46128,0.86127,6,0.97702
1975,4,27,-0.05066,0.92473,7,0.92611
1975,4,28,-0.31605,0.83846,7,0.89605
1975,4,29,-0.49183,0.50384,7,0.70410
1975,4,30,-0.44264,0.17742,8,0.47687
1975,5,1,-0.51411,-0.09146,1,0.52219
1975,5,2,-0.44068,-0.42980,1,0.61557
1975,5,3,-0.50384,-0.63936,2,0.81402
1975,5,4,-0.27851,-0.85405,2,0.89832
1975,5,5,-0.34733,-0.96214,2,1.02291
1975,5,6,-0.38307,-1.10840,2,1.17273
1975,5,7,-0.14167,-1.06822,2,1.07757
1975,5,8,-0.06281,-0.58036,2,0.58375
1975,5,9,-0.19451,-0.48482,2,0.52239
1975,5,10,-0.02202,-0.36340,2,0.36407
1975,5,11,-0.08194,-0.38753,2,0.39610
1975,5,12,-0.14179,-0.50716,2,0.52661
1975,5,13,-0.03004,-0.42516,2,0.42622
1975,5,14,0.08256,-0.14576,3,0.16751
1975,5,15,0.24927,-0.27460,3,0.37087
1975,5,16,0.29899,-0.30815,3,0.42936
1975,5,17,0.02552,-0.12373,3,0.12634
1975,5,18,-0.07889,-0.07641,1,0.10982
1975,5,19,-0.22873,-0.10125,1,0.25014
1975,5,20,-0.54890,-0.37039,1,0.66218
1975,5,21,-0.79933,-0.37832,1,0.88433
1975,5,22,-0.74673,-0.48262,1,0.88912
1975,5,23,-0.60699,-0.69967,2,0.92627
1975,5,24,-0.55742,-1.05508,2,1.19328
1975,5,25,-0.66338,-1.16902,2,1.34413
1975,5,26,-0.52267,-1.00327,2,1.13125
1975,5,27,-0.33289,-0.51683,2,0.61476
1975,5,28,-0.41750,-0.41313,1,0.58735
1975,5,29,-0.52022,-0.20583,1,0.55946
1975,5,30,-0.51057,0.07410,8,0.51592
1975,5,31,-0.67029,0.10002,8,0.67771
1975,6,1,-0.80638,0.00894,8,0.80643
1975,6,2,-1.19013,-0.29731,1,1.22670
1975,6,3,-1.11652,-0.79881,1,1.37285
1975,6,4,-0.73708,-1.18114,2,1.39226
1975,6,5,-0.18461,-1.23436,2,1.24809
1975,6,6,0.05294,-1.00591,3,1.00730
1975,6,7,0.26115,-0.88130,3,0.91918
1975,6,8,0.30748,-0.60603,3,0.67957
1975,6,9,0.56679,-0.67490,3,0.88133
1975,6,10,0.69481,-0.42120,4,0.81251
1975,6,11,0.68821,-0.19068,4,0.71414
1975,6,12,0.48802,-0.03188,4,0.48906
1975,6,13,0.42914,-0.07465,4,0.43559
1975,6,14,0.61852,-0.01337,4,0.61866
1975,6,15,0.79873,-0.00793,4,0.79877
1975,6,16,1.00658,-0.14038,4,1.01633
1975,6,17,1.28269,-0.09368,4,1.28611
1975,6,18,1.74599,-0.07333,4,1.74752
1975,6,19,2.12992,0.28984,5,2.14955
1975,6,20,2.02769,0.68429,5,2.14004
1975,6,21,1.85167,0.82912,5,2.02882
1975,6,22,1.40116,1.24376,5,1.87355
1975,6,23,1.40603,1.57154,6,2.10871
1975,6,24,1.75611,1.83921,6,2.54295
1975,6,25,1.54757,1.46718,5,2.13251
1975,6,26,0.93505,1.36144,6,1.65162
1975,6,27,0.09251,1.47972,6,1.48261
1975,6,28,-0.63529,1.68772,7,1.80333
1975,6,29,-1.09272,1.74002,7,2.05468
1975,6,30,-1.52032,1.56360,7,2.18088
1975,7,1,-2.01745,1.33203,8,2.41753
1975,7,2,-2.15355,1.22666,8,2.47840
1975,7,3,-1.99859,1.04255,8,2.25417
1975,7,4,-1.84791,0.87839,8,2.04606
1975,7,5,-1.95389,0.64721,8,2.05829
1975,7,6,-2.08283,0.33127,8,2.10901
1975,7,7,-2.00646,0.10203,8,2.00905
1975,7,8,-1.73432,-0.35985,1,1.77126
1975,7,9,-1.53166,-0.67561,1,1.67405
1975,7,10,-1.38563,-0.78383,1,1.59197
1975,7,11,-1.25065,-0.77647,1,1.47208
1975,7,12,-0.78518,-1.02601,2,1.29198
1975,7,13,-0.65887,-0.99230,2,1.19113
1975,7,14,-0.62594,-1.13098,2,1.29263
1975,7,15,-0.43363,-1.00096,2,1.09085
1975,7,16,-0.37011,-1.05638,2,1.11934
1975,7,17,-0.39248,-1.22082,2,1.28236
1975,7,18,-0.41145,-1.16446,2,1.23502
1975,7,19,-0.69316,-1.30640,2,1.47890
1975,7,20,-0.76493,-1.45733,2,1.64588
1975,7,21,-0.92690,-1.61980,2,1.86625
1975,7,22,-1.13311,-1.83645,2,2.15789
1975,7,23,-0.78799,-1.92532,2,2.08033
1975,7,24,-0.48097,-2.02997,2,2.08617
1975,7,25,-0.29715,-1.95349,2,1.97596
1975,7,26,0.23827,-1.59994,3,1.61758
1975,7,27,0.76884,-1.04778,3,1.29959
1975,7,28,1.34141,-0.60810,4,1.47281
1975,7,29,1.46210,0.00749,5,1.46212
1975,7,30,1.20040,0.61517,5,1.34885
1975,7,31,1.28146,0.84663,5,1.53588
1975,8,1,1.18786,0.85501,5,1.46358
1975,8,2,1.20161,0.95253,5,1.53336
1975,8,3,1.31287,1.06884,5,1.69295
1975,8,4,1.32197,0.88358,5,1.59007
1975,8,5,1.11472,0.57337,5,1.25354
1975,8,6,0.94682,0.59271,5,1.11704
1975,8,7,1.05789,0.60365,5,1.21800
1975,8,8,1.18582,0.46408,5,1.27340
1975,8,9,1.28302,0.16101,5,1.29309
1975,8,10,1.12144,0.24780,5,1.14849
1975,8,11,1.19119,0.21895,5,1.21114
1975,8,12,1.21657,0.20914,5,1.23441
1975,8,13,1.19270,0.07531,5,1.19507
1975,8,14,1.16442,-0.04397,4,1.16525
1975,8,15,1.06581,-0.05170,4,1.06706
1975,8,16,1.04685,-0.11103,4,1.05272
1975,8,17,0.98735,-0.18522,4,1.00458
1975,8,18,0.70672,-0.07256,4,0.71044
1975,8,19,0.47038,-0.08850,4,0.47863
1975,8,20,0.42615,0.08045,5,0.43368
1975,8,21,0.29379,0.33598,6,0.44631
1975,8,22,0.13898,0.21948,6,0.25978
1975,8,23,-0.24641,0.03983,8,0.24961
1975,8,24,-0.54827,-0.15681,1,0.57025
1975,8,25,-0.68570,-0.60284,1,0.91302
1975,8,26,-0.78422,-0.80155,2,1.12138
1975,8,27,-0.82040,-1.06541,2,1.34468
1975,8,28,-0.69913,-1.33032,2,1.50285
1975,8,29,-0.44660,-1.47942,2,1.54536
1975,8,30,-0.11191,-1.42906,2,1.43344
1975,8,31,-0.03827,-1.30763,2,1.30819
1975,9,1,0.15729,-1.14752,3,1.15825
1975,9,2,0.31295,-1.03384,3,1.08017
1975,9,3,0.39542,-0.87353,3,0.95886
1975,9,4,0.53516,-0.66074,3,0.85028
1975,9,5,0.41101,-0.67484,3,0.79015
1975,9,6,0.24905,-0.53849,3,0.59329
1975,9,7,0.06484,-0.42955,3,0.43442
1975,9,8,-0.11910,-0.35364,2,0.37315
1975,9,9,-0.22301,-0.31936,2,0.38952
1975,9,10,-0.24255,-0.27218,2,0.36457
1975,9,11,-0.18986,-0.17094,1,0.25548
1975,9,12,-0.25934,-0.22901,1,0.34598
1975,9,13,-0.45098,-0.15015,1,0.47532
1975,9,14,-0.40376,-0.05545,1,0.40755
1975,9,15,-0.73727,-0.02396,1,0.73765
1975,9,16,-0.93804,-0.14386,1,0.94900
1975,9,17,-0.92919,-0.11848,1,0.93672
1975,9,18,-0.64794,0.07895,8,0.65273
1975,9,19,-0.72182,0.09537,8,0.72809
1975,9,20,-0.45488,-0.08302,1,0.46240
1975,9,21,-0.67762,-0.21152,1,0.70986
1975,9,22,-0.59302,-0.43444,1,0.73513
1975,9,23,-0.42561,-0.72001,2,0.83640
1975,9,24,-0.26789,-1.11247,2,1.14427
1975,9,25,-0.25953,-1.18626,2,1.21432
1975,9,26,0.05859,-1.13160,3,1.13312
1975,9,27,0.51950,-1.01529,3,1.14048
1975,9,28,1.00016,-0.69192,4,1.21617
1975,9,29,1.17216,-0.27736,4,1.20453
1975,9,30,1.45992,0.08694,5,1.46251
1975,10,1,1.46770,0.42400,5,1.52772
1975,10,2,1.65129,0.78832,5,1.82981
1975,10,3,1.70139,0.94640,5,1.94690
1975,10,4,1.72147,0.70579,5,1.86053
1975,10,5,1.44047,0.54814,5,1.54124
1975,10,6,1.11522,0.67538,5,1.30379
1975,10,7,0.71338,0.87466,6,1.12869
1975,10,8,0.38961,0.99390,6,1.06753
1975,10,9,0.25394,0.94376,6,0.97733
1975,10,10,0.32247,0.93072,6,0.98500
1975,10,11,0.29211,0.83057,6,0.88044
1975,10,12,0.31811,0.75814,6,0.82217
1975,10,13,0.15405,0.49332,6,0.51682
1975,10,14,-0.00640,0.36549,7,0.36554
1975,10,15,-0.34566,0.26450,8,0.43525
1975,10,16,-0.38197,0.18600,8,0.42485
1975,10,17,-0.15173,0.01925,8,0.15295
1975,10,18,0.17082,0.02249,5,0.17230
1975,10,19,0.43293,-0.18307,4,0.47005
1975,10,20,0.74087,-0.19002,4,0.76485
1975,10,21,0.88085,-0.04240,4,0.88187
1975,10,22,0.86826,0.10010,5,0.87401
1975,10,23,0.85818,0.33550,5,0.92143
1975,10,24,0.10478,0.23503,6,0.25733
1975,10,25,-0.25512,0.16132,8,0.30185
1975,10,26,-0.23096,0.22939,8,0.32552
1975,10,27,-0.41821,0.15841,8,0.44720
1975,10,28,-0.46618,0.12351,8,0.48226
1975,10,29,-0.09406,0.16298,7,0.18817
1975,10,30,-0.00791,-0.05440,2,0.05498
1975,10,31,0.05634,-0.16472,3,0.17409
1975,11,1,-0.11298,0.05091,8,0.12392
1975,11,2,-0.10307,0.29877,7,0.31605
1975,11,3,-0.19359,0.40056,7,0.44488
1975,11,4,-0.26718,0.42853,7,0.50500
1975,11,5,-0.43240,0.36944,8,0.56873
1975,11,6,-0.72126,0.42378,8,0.83654
1975,11,7,-0.95264,0.49851,8,1.07519
1975,11,8,-0.85449,0.35580,8,0.92560
1975,11,9,-0.93198,0.29000,8,0.97605
1975,11,10,-0.73066,0.19323,8,0.75578
1975,11,11,-0.61027,0.24488,8,0.65757
1975,11,12,-0.55163,0.35426,8,0.65558
1975,11,13,-0.67035,0.60054,8,0.90001
1975,11,14,-0.59253,0.74272,7,0.95012
1975,11,15,-0.65084,0.57580,8,0.86899
1975,11,16,-0.70174,0.39678,8,0.80615
1975,11,17,-0.51259,0.48316,8,0.70441
1975,11,18,-0.28238,0.38718,7,0.47921
1975,11,19,-0.19975,0.28378,7,0.34703
1975,11,20,-0.48139,0.55931,7,0.73795
1975,11,21,-0.69725,0.70543,7,0.99186
1975,11,22,-0.86702,0.76276,8,1.15478
1975,11,23,-1.28560,0.54708,8,1.39716
1975,11,24,-1.48542,0.40548,8,1.53977
1975,11,25,-1.56683,0.05491,8,1.56779
1975,11,26,-1.58699,-0.32653,1,1.62024
1975,11,27,-1.23928,-0.78571,1,1.46736
1975,11,28,-0.91690,-1.18162,2,1.49564
1975,11,29,-0.61406,-1.32016,2,1.45599
1975,11,30,-0.31726,-1.39972,2,1.43523
1975,12,1,-0.13337,-1.30837,2,1.31515
1975,12,2,0.09456,-1.28159,3,1.28507
1975,12,3,0.23342,-1.24625,3,1.26792
1975,12,4,0.48725,-1.20944,3,1.30390
1975,12,5,0.57208,-1.16154,3,1.29478
1975,12,6,0.65544,-1.13630,3,1.31179
1975,12,7,0.74142,-1.03726,3,1.27500
1975,12,8,1.10203,-0.69995,4,1.30553
1975,12,9,1.36478,-0.63686,4,1.50607
