Year,Month,Day,OMI1,OMI2,Amplitude
1986,6,30,-0.47681,-1.24601,1.33412
1986,7,1,-0.14697,-1.44533,1.45279
1986,7,2,0.17115,-1.55175,1.56116
1986,7,3,0.45094,-1.56858,1.63212
1986,7,4,0.67285,-1.50686,1.65026
1986,7,5,0.82641,-1.38143,1.60975
1986,7,6,0.90966,-1.20825,1.5124
1986,7,7,0.92726,-1.00307,1.366
1986,7,8,0.8883,-0.78108,1.18286
1986,7,9,0.80433,-0.5569,0.9783
1986,7,10,0.68786,-0.34443,0.76928
1986,7,11,0.55126,-0.15647,0.57303
1986,7,12,0.4059,-0.00411,0.40592
1986,7,13,0.26175,0.10393,0.28163
1986,7,14,0.12714,0.16199,0.20592
1986,7,15,0.00879,0.16792,0.16815
1986,7,16,-0.08797,0.12342,0.15157
1986,7,17,-0.15898,0.03402,0.16258
1986,7,18,-0.20099,-0.09108,0.22066
1986,7,19,-0.21171,-0.23948,0.31964
1986,7,20,-0.19005,-0.39624,0.43946
1986,7,21,-0.13672,-0.54481,0.5617
1986,7,22,-0.05498,-0.66826,0.67052
1986,7,23,0.04882,-0.75081,0.7524
1986,7,24,0.16514,-0.77949,0.79679
1986,7,25,0.28202,-0.74566,0.79721
1986,7,26,0.38644,-0.64603,0.75279
1986,7,27,0.46602,-0.48309,0.67123
1986,7,28,0.5106,-0.26482,0.57518
1986,7,29,0.51353,-0.00379,0.51354
1986,7,30,0.47258,0.28406,0.55139
1986,7,31,0.39047,0.58107,0.70007
1986,8,1,0.27407,0.86988,0.91204
1986,8,2,0.13371,1.13432,1.14218
1986,8,3,-0.01838,1.36072,1.36085
1986,8,4,-0.16994,1.53844,1.54779
1986,8,5,-0.31031,1.65982,1.68857
1986,8,6,-0.43152,1.71998,1.77329
1986,8,7,-0.52872,1.71652,1.7961
1986,8,8,-0.60003,1.64926,1.75502
1986,8,9,-0.64587,1.52018,1.6517
1986,8,10,-0.66815,1.33334,1.49138
1986,8,11,-0.66935,1.09478,1.28319
1986,8,12,-0.65168,0.81244,1.04151
1986,8,13,-0.61642,0.49596,0.79117
1986,8,14,-0.5636,0.15652,0.58493
1986,8,15,-0.49197,-0.19345,0.52864
1986,8,16,-0.39942,-0.54049,0.67206
1986,8,17,-0.28384,-0.87053,0.91564
1986,8,18,-0.14448,-1.16937,1.17826
1986,8,19,0.01665,-1.42358,1.42368
1986,8,20,0.19374,-1.62172,1.63325
1986,8,21,0.37716,-1.75556,1.79561
1986,8,22,0.55489,-1.82104,1.90371
1986,8,23,0.71473,-1.81833,1.95376
1986,8,24,0.8465,-1.75103,1.94491
1986,8,25,0.9433,-1.62508,1.87902
1986,8,26,1.00162,-1.4478,1.7605
1986,8,27,1.0208,-1.22724,1.59629
1986,8,28,1.00217,-0.97192,1.39606
1986,8,29,0.94815,-0.69081,1.17312
1986,8,30,0.86162,-0.39332,0.94715
1986,8,31,0.74554,-0.08933,0.75087
1986,9,1,0.60278,0.21088,0.63861
1986,9,2,0.43628,0.49676,0.66114
1986,9,3,0.24929,0.75773,0.79769
1986,9,4,0.04594,0.98369,0.98477
1986,9,5,-0.16835,1.1656,1.1777
1986,9,6,-0.3865,1.29627,1.35267
1986,9,7,-0.59983,1.37118,1.49664
1986,9,8,-0.79852,1.38912,1.60228
1986,9,9,-0.97259,1.35248,1.66588
1986,9,10,-1.11306,1.26699,1.68646
1986,9,11,-1.21302,1.14095,1.66529
1986,9,12,-1.26826,0.98431,1.60541
1986,9,13,-1.27742,0.80764,1.51132
1986,9,14,-1.24177,0.62134,1.38855
1986,9,15,-1.1647,0.43509,1.24331
1986,9,16,-1.05119,0.25757,1.08229
1986,9,17,-0.9074,0.0962,0.91249
1986,9,18,-0.74031,-0.04301,0.74156
1986,9,19,-0.55747,-0.15571,0.57881
1986,9,20,-0.36675,-0.23939,0.43797
1986,9,21,-0.17611,-0.29364,0.3424
1986,9,22,0.00682,-0.32017,0.32025
1986,9,23,0.17504,-0.32268,0.3671
1986,9,24,0.32254,-0.30643,0.44489
1986,9,25,0.44447,-0.27766,0.52407
1986,9,26,0.5372,-0.24296,0.58959
1986,9,27,0.59829,-0.20862,0.63362
1986,9,28,0.62635,-0.18007,0.65173
1986,9,29,0.62104,-0.16156,0.64171
1986,9,30,0.58297,-0.15584,0.60344
1986,10,1,0.51384,-0.16424,0.53945
1986,10,2,0.41653,-0.18675,0.45648
1986,10,3,0.29529,-0.22252,0.36974
1986,10,4,0.15601,-0.27046,0.31223
1986,10,5,0.00656,-0.33016,0.33022
1986,10,6,-0.14276,-0.40278,0.42733
1986,10,7,-0.27872,-0.49152,0.56504
1986,10,8,-0.38562,-0.59986,0.71312
1986,10,9,-0.44958,-0.72581,0.85377
1986,10,10,-0.46793,-0.85533,0.97496
1986,10,11,-0.45297,-0.96667,1.06754
1986,10,12,-0.41966,-1.04319,1.12444
1986,10,13,-0.37353,-1.07789,1.14078
1986,10,14,-0.31113,-1.0701,1.11441
1986,10,15,-0.22515,-1.02266,1.04715
1986,10,16,-0.10822,-0.94093,0.94713
1986,10,17,0.04502,-0.83231,0.83353
1986,10,18,0.23694,-0.7059,0.7446
1986,10,19,0.4663,-0.57177,0.73781
1986,10,20,0.72808,-0.44021,0.85082
1986,10,21,1.03179,-0.26334,1.06486
1986,10,22,1.33119,-0.06651,1.33285
1986,10,23,1.61178,0.14611,1.61839
1986,10,24,1.85871,0.36959,1.8951
1986,10,25,2.0575,0.59829,2.14272
1986,10,26,2.19495,0.82592,2.3452
1986,10,27,2.25998,1.04569,2.49017
1986,10,28,2.24439,1.25055,2.56927
1986,10,29,2.1436,1.43335,2.57867
1986,10,30,1.95714,1.58724,2.51987
1986,10,31,1.68896,1.70593,2.40058
1986,11,1,1.34744,1.78409,2.23575
1986,11,2,0.94515,1.81771,2.04875
1986,11,3,0.49833,1.80436,1.87191
1986,11,4,0.02607,1.74353,1.74372
1986,11,5,-0.45067,1.63666,1.69758
1986,11,6,-0.9103,1.48733,1.74379
1986,11,7,-1.33179,1.30106,1.86183
1986,11,8,-1.69601,1.08516,2.01346
1986,11,9,-1.98685,0.84835,2.16039
1986,11,10,-2.19227,0.60034,2.27299
1986,11,11,-2.2772,0.51624,2.33499
1986,11,12,-2.2899,0.43762,2.33134
1986,11,13,-2.23148,0.35465,2.25949
1986,11,14,-2.10792,0.2584,2.1237
1986,11,15,-1.92879,0.14188,1.934
1986,11,16,-1.70524,0.00066,1.70524
1986,11,17,-1.44662,-0.16672,1.4562
1986,11,18,-1.15494,-0.35719,1.20891
1986,11,19,-0.81859,-0.55302,0.98788
1986,11,20,-0.43184,-0.69419,0.81755
1986,11,21,-0.06426,-0.71073,0.71363
1986,11,22,0.20062,-0.63872,0.66949
1986,11,23,0.36071,-0.54783,0.65592
1986,11,24,0.43792,-0.46726,0.64039
1986,11,25,0.44766,-0.402,0.60166
1986,11,26,0.40099,-0.34874,0.53142
1986,11,27,0.30845,-0.30203,0.43169
1986,11,28,0.18169,-0.25675,0.31453
1986,11,29,0.03359,-0.20934,0.21202
1986,11,30,-0.12244,-0.15836,0.20018
1986,12,1,-0.27346,-0.10451,0.29275
1986,12,2,-0.40801,-0.05037,0.41111
1986,12,3,-0.51707,0.00013,0.51707
1986,12,4,-0.59463,0.04245,0.59615
1986,12,5,-0.63804,0.07222,0.64212
1986,12,6,-0.64785,0.08587,0.65351
1986,12,7,-0.6274,0.08121,0.63264
1986,12,8,-0.58219,0.05767,0.58504
1986,12,9,-0.51894,0.01631,0.5192
1986,12,10,-0.44485,-0.04056,0.4467
1986,12,11,-0.36676,-0.10995,0.38289
1986,12,12,-0.29066,-0.18914,0.34678
1986,12,13,-0.2214,-0.27654,0.35425
1986,12,14,-0.16257,-0.37237,0.40631
1986,12,15,-0.11632,-0.47847,0.49241
1986,12,16,-0.08298,-0.59743,0.60317
1986,12,17,-0.06077,-0.73108,0.73361
1986,12,18,-0.04587,-0.87925,0.88045
1986,12,19,-0.03279,-1.03913,1.03964
1986,12,20,-0.01507,-1.20521,1.20531
1986,12,21,0.01383,-1.36979,1.36986
1986,12,22,0.05974,-1.52352,1.52469
1986,12,23,0.1271,-1.65624,1.66111
1986,12,24,0.21844,-1.7578,1.77132
1986,12,25,0.33408,-1.81875,1.84917
1986,12,26,0.47198,-1.83098,1.89083
1986,12,27,0.62783,-1.78826,1.89526
1986,12,28,0.79516,-1.68656,1.86461
1986,12,29,0.96561,-1.52444,1.80452
1986,12,30,1.12927,-1.30322,1.72443
1986,12,31,1.24941,-1.06013,1.63856
1987,1,1,1.37539,-0.73442,1.55919
1987,1,2,1.46042,-0.38396,1.51005
1987,1,3,1.5021,-0.00935,1.50213
1987,1,4,1.49395,0.37336,1.5399
1987,1,5,1.43376,0.74571,1.61609
1987,1,6,1.32514,1.0883,1.71476
1987,1,7,1.17795,1.38317,1.81679
1987,1,8,1.00701,1.61607,1.90414
1987,1,9,0.82971,1.77815,1.9622
1987,1,10,0.66302,1.86627,1.98054
1987,1,11,0.52118,1.88255,1.95336
1987,1,12,0.41431,1.83332,1.87956
1987,1,13,0.34807,1.72809,1.76279
1987,1,14,0.32378,1.57873,1.61159
1987,1,15,0.339,1.39884,1.43933
1987,1,16,0.38813,1.203,1.26406
1987,1,17,0.46299,1.00611,1.10753
1987,1,18,0.5534,0.82254,0.99138
1987,1,19,0.64779,0.66519,0.9285
1987,1,20,0.73384,0.54454,0.9138
1987,1,21,0.79925,0.4679,0.92614
1987,1,22,0.83271,0.43887,0.94128
1987,1,23,0.82473,0.45714,0.94295
1987,1,24,0.76857,0.5187,0.92723
1987,1,25,0.66071,0.61624,0.90349
1987,1,26,0.5011,0.73966,0.89342
1987,1,27,0.29289,0.87667,0.9243
1987,1,28,0.04194,1.01322,1.01409
1987,1,29,-0.24389,1.1339,1.15984
1987,1,30,-0.55543,1.22217,1.34246
1987,1,31,-0.88243,1.26051,1.53869
1987,2,1,-1.21313,1.23069,1.72809
1987,2,2,-1.53234,1.11505,1.8951
1987,2,3,-1.81821,0.90082,2.02912
1987,2,4,-2.04046,0.59022,2.12411
1987,2,5,-2.16739,0.21274,2.17781
1987,2,6,-2.18377,-0.17721,2.19094
1987,2,7,-2.10142,-0.52527,2.16607
1987,2,8,-1.9489,-0.79942,2.10648
1987,2,9,-1.75536,-0.98993,2.01525
1987,2,10,-1.5435,-1.09882,1.89467
1987,2,11,-1.32941,-1.13228,1.74625
1987,2,12,-1.12427,-1.09765,1.57124
1987,2,13,-0.93564,-1.003,1.37165
1987,2,14,-0.7684,-0.85759,1.15148
1987,2,15,-0.6255,-0.67227,0.91825
1987,2,16,-0.50869,-0.45977,0.68567
1987,2,17,-0.41926,-0.2347,0.48048
1987,2,18,-0.35879,-0.01331,0.35903
1987,2,19,-0.32965,0.18684,0.37892
1987,2,20,-0.33525,0.34691,0.48244
1987,2,21,-0.37894,0.44624,0.58543
1987,2,22,-0.45916,0.46118,0.65079
1987,2,23,-0.5557,0.36942,0.66729
1987,2,24,-0.61702,0.17358,0.64097
1987,2,25,-0.59418,-0.08202,0.59982
1987,2,26,-0.485,-0.3548,0.60093
1987,2,27,-0.31273,-0.63089,0.70415
1987,2,28,-0.10027,-0.90724,0.91276
1987,3,1,0.09109,-1.18256,1.18607
1987,3,2,0.3074,-1.45151,1.4837
1987,3,3,0.51675,-1.69654,1.77349
1987,3,4,0.71046,-1.90263,2.03095
1987,3,5,0.88305,-2.05572,2.23736
1987,3,6,1.03226,-2.144,2.37956
1987,3,7,1.15874,-2.15895,2.45026
1987,3,8,1.26521,-2.096,2.44826
1987,3,9,1.35551,-1.95451,2.37856
1987,3,10,1.43323,-1.73714,2.25207
1987,3,11,1.50007,-1.4482,2.08507
1987,3,12,1.55313,-1.09105,1.89805
1987,3,13,1.57906,-0.66575,1.71367
1987,3,14,1.54314,-0.17589,1.55313
1987,3,15,1.39124,0.33386,1.43074
1987,3,16,1.11987,0.75115,1.34846
1987,3,17,0.81662,1.0051,1.29503
1987,3,18,0.55534,1.12163,1.25158
1987,3,19,0.35702,1.14541,1.19976
1987,3,20,0.21921,1.10558,1.1271
1987,3,21,0.1331,1.02008,1.02873
1987,3,22,0.08831,0.90238,0.90669
1987,3,23,0.07431,0.76493,0.76853
1987,3,24,0.08114,0.62035,0.62563
1987,3,25,0.10001,0.48151,0.49179
1987,3,26,0.12364,0.361,0.38159
1987,3,27,0.14639,0.27027,0.30736
1987,3,28,0.16403,0.21867,0.27335
1987,3,29,0.17331,0.21261,0.2743
1987,3,30,0.17124,0.25477,0.30698
1987,3,31,0.15436,0.34353,0.37662
1987,4,1,0.11777,0.47266,0.48711
1987,4,2,0.05588,0.63099,0.63346
1987,4,3,-0.03736,0.80268,0.80355
1987,4,4,-0.16582,0.96792,0.98202
1987,4,5,-0.32717,1.10515,1.15257
1987,4,6,-0.50952,1.19536,1.29942
1987,4,7,-0.69212,1.22678,1.40855
1987,4,8,-0.85136,1.19683,1.46875
1987,4,9,-0.96779,1.10982,1.47252
1987,4,10,-1.02962,0.97312,1.41671
1987,4,11,-1.03248,0.79498,1.30308
1987,4,12,-0.97765,0.584,1.13879
1987,4,13,-0.87038,0.34941,0.9379
1987,4,14,-0.71866,0.1014,0.72578
1987,4,15,-0.53229,-0.14891,0.55273
1987,4,16,-0.32219,-0.38978,0.5057
1987,4,17,-0.09975,-0.60935,0.61746
1987,4,18,0.12375,-0.79625,0.80581
1987,4,19,0.33768,-0.94029,0.99909
1987,4,20,0.53256,-1.03307,1.16226
1987,4,21,0.70038,-1.06854,1.27761
1987,4,22,0.83482,-1.04345,1.3363
1987,4,23,0.9313,-0.95769,1.33585
1987,4,24,0.98679,-0.81445,1.27949
1987,4,25,0.99963,-0.62022,1.17641
1987,4,26,0.96924,-0.38462,1.04277
1987,4,27,0.89602,-0.12002,0.90402
1987,4,28,0.78138,0.15904,0.7974
1987,4,29,0.6281,0.43668,0.76498
1987,4,30,0.43607,0.69947,0.82426
1987,5,1,0.2171,0.92718,0.95225
1987,5,2,-0.0216,1.10817,1.10838
1987,5,3,-0.26924,1.2332,1.26225
1987,5,4,-0.51488,1.2973,1.39574
1987,5,5,-0.74897,1.29944,1.49984
1987,5,6,-0.96439,1.24161,1.57215
1987,5,7,-1.1566,1.12788,1.6155
1987,5,8,-1.32317,0.96361,1.63686
1987,5,9,-1.46286,0.75491,1.64616
1987,5,10,-1.57455,0.5084,1.65459
1987,5,11,-1.65633,0.23111,1.67237
1987,5,12,-1.70491,-0.06939,1.70632
1987,5,13,-1.71553,-0.38449,1.75809
1987,5,14,-1.68268,-0.70397,1.824
1987,5,15,-1.6016,-1.01548,1.89639
1987,5,16,-1.47041,-1.30465,1.96576
1987,5,17,-1.29177,-1.55663,2.02281
1987,5,18,-1.07304,-1.75841,2.05995
1987,5,19,-0.82449,-1.90117,2.07225
1987,5,20,-0.55679,-1.98119,2.05794
1987,5,21,-0.27913,-1.99929,2.01868
1987,5,22,0.0013,-1.95934,1.95934
1987,5,23,0.27881,-1.8669,1.8876
1987,5,24,0.54826,-1.72802,1.81291
1987,5,25,0.80424,-1.54851,1.7449
1987,5,26,1.04045,-1.33341,1.69131
1987,5,27,1.24946,-1.08688,1.65604
1987,5,28,1.42252,-0.81233,1.63812
1987,5,29,1.54971,-0.5131,1.63244
1987,5,30,1.62032,-0.19374,1.63186
1987,5,31,1.62384,0.1381,1.6297
1987,6,1,1.55221,0.46968,1.62172
1987,6,2,1.40349,0.78269,1.60698
1987,6,3,1.18561,1.05585,1.5876
1987,6,4,0.91731,1.27105,1.56749
1987,6,5,0.62424,1.41899,1.55023
1987,6,6,0.33269,1.5004,1.53684
1987,6,7,0.06505,1.52295,1.52434
1987,6,8,-0.16172,1.49701,1.50572
1987,6,9,-0.33567,1.43266,1.47146
1987,6,10,-0.44919,1.33836,1.41173
1987,6,11,-0.49852,1.22079,1.31865
1987,6,12,-0.48358,1.08515,1.18803
1987,6,13,-0.40788,0.9359,1.02092
1987,6,14,-0.27839,0.7773,0.82565
1987,6,15,-0.10525,0.61403,0.62299
1987,6,16,0.09868,0.45146,0.46212
1987,6,17,0.31847,0.29576,0.43462
1987,6,18,0.53788,0.15364,0.55939
1987,6,19,0.74029,0.03194,0.74098
1987,6,20,0.90972,-0.06303,0.9119
1987,6,21,1.03179,-0.12619,1.03948
1987,6,22,1.09473,-0.15437,1.10556
1987,6,23,1.09015,-0.14695,1.10001
1987,6,24,1.01367,-0.10638,1.01923
1987,6,25,0.86523,-0.03844,0.86608
1987,6,26,0.64922,0.04765,0.65096
1987,6,27,0.37444,0.1397,0.39965
1987,6,28,0.05398,0.22383,0.23024
1987,6,29,-0.29502,0.28685,0.41148
1987,6,30,-0.65212,0.31956,0.72621
1987,7,1,-0.99538,0.31954,1.04541
1987,7,2,-1.30385,0.29186,1.33612
1987,7,3,-1.56023,0.2466,1.5796
1987,7,4,-1.75228,0.19466,1.76306
1987,7,5,-1.8731,0.14419,1.87864
1987,7,6,-1.92076,0.09883,1.9233
1987,7,7,-1.89773,0.0579,1.89861
1987,7,8,-1.81033,0.01758,1.81042
1987,7,9,-1.6682,-0.02742,1.66843
1987,7,10,-1.48347,-0.08235,1.48575
1987,7,11,-1.26985,-0.15116,1.27882
1987,7,12,-1.04152,-0.23577,1.06787
1987,7,13,-0.81191,-0.33584,0.87862
1987,7,14,-0.59268,-0.44889,0.74349
1987,7,15,-0.39276,-0.57083,0.6929
1987,7,16,-0.21775,-0.69661,0.72985
1987,7,17,-0.06964,-0.82092,0.82387
1987,7,18,0.05307,-0.93878,0.94028
1987,7,19,0.1549,-1.04585,1.05726
1987,7,20,0.24251,-1.13858,1.16412
1987,7,21,0.32365,-1.21402,1.25642
1987,7,22,0.406,-1.26956,1.3329
1987,7,23,0.49608,-1.3027,1.39396
1987,7,24,0.5984,-1.31095,1.44107
1987,7,25,0.71508,-1.29196,1.47665
1987,7,26,0.8457,-1.24373,1.50402
1987,7,27,0.98741,-1.16504,1.52719
1987,7,28,1.1352,-1.05577,1.55027
1987,7,29,1.28227,-0.91725,1.57656
1987,7,30,1.4206,-0.75244,1.60757
1987,7,31,1.54158,-0.56676,1.64246
1987,8,1,1.63767,-0.36525,1.6779
1987,8,2,1.70209,-0.15469,1.7091
1987,8,3,1.7299,0.05803,1.73087
1987,8,4,1.71826,0.26667,1.73883
1987,8,5,1.66652,0.46614,1.73049
1987,8,6,1.57603,0.6527,1.70584
1987,8,7,1.44999,0.82386,1.6677
1987,8,8,1.2932,0.97809,1.62143
1987,8,9,1.11173,1.11445,1.57415
1987,8,10,0.91253,1.23217,1.53329
1987,8,11,0.70297,1.33041,1.50471
1987,8,12,0.49029,1.408,1.49092
1987,8,13,0.28118,1.46339,1.49016
1987,8,14,0.0813,1.49476,1.49697
1987,8,15,-0.10489,1.50021,1.50388
1987,8,16,-0.2742,1.47812,1.50333
1987,8,17,-0.42458,1.42753,1.48933
1987,8,18,-0.55487,1.34864,1.45832
1987,8,19,-0.6647,1.24317,1.40971
1987,8,20,-0.75459,1.11445,1.34588
1987,8,21,-0.82639,0.96726,1.27221
1987,8,22,-0.88365,0.80719,1.19683
1987,8,23,-0.93171,0.63993,1.13031
1987,8,24,-0.97703,0.47072,1.08451
1987,8,25,-1.02617,0.30412,1.07029
1987,8,26,-1.0846,0.14402,1.09412
1987,8,27,-1.15567,-0.00629,1.15569
1987,8,28,-1.24002,-0.14413,1.24836
1987,8,29,-1.33531,-0.2676,1.36186
1987,8,30,-1.43641,-0.3757,1.48473
1987,8,31,-1.53581,-0.46843,1.60566
1987,9,1,-1.6243,-0.54671,1.71384
1987,9,2,-1.69183,-0.61211,1.79915
1987,9,3,-1.72841,-0.66632,1.8524
1987,9,4,-1.72513,-0.71065,1.86577
1987,9,5,-1.67509,-0.74542,1.83346
1987,9,6,-1.57416,-0.76975,1.75228
1987,9,7,-1.42162,-0.78164,1.62233
1987,9,8,-1.22036,-0.77855,1.44755
1987,9,9,-0.97681,-0.75825,1.23657
1987,9,10,-0.70045,-0.71962,1.00423
1987,9,11,-0.40298,-0.66325,0.77607
1987,9,12,-0.09752,-0.5914,0.59939
1987,9,13,0.20235,-0.50767,0.54651
1987,9,14,0.48343,-0.41636,0.63802
1987,9,15,0.73367,-0.32186,0.80117
1987,9,16,0.94283,-0.22821,0.97006
1987,9,17,1.10314,-0.13893,1.11185
1987,9,18,1.20964,-0.05689,1.21097
1987,9,19,1.26052,0.01558,1.26062
1987,9,20,1.2571,0.07682,1.25945
1987,9,21,1.20359,0.12586,1.21016
1987,9,22,1.10665,0.16261,1.11853
1987,9,23,0.9748,0.18792,0.99275
1987,9,24,0.8178,0.20345,0.84272
1987,9,25,0.64596,0.21135,0.67966
1987,9,26,0.46963,0.2138,0.51601
1987,9,27,0.29863,0.21257,0.36656
1987,9,28,0.14178,0.20864,0.25226
1987,9,29,0.00646,0.20212,0.20222
1987,9,30,-0.10186,0.19226,0.21758
1987,10,1,-0.17988,0.17772,0.25286
1987,10,2,-0.22667,0.15685,0.27565
1987,10,3,-0.24364,0.12808,0.27526
1987,10,4,-0.23417,0.09021,0.25094
1987,10,5,-0.20289,0.04281,0.20736
1987,10,6,-0.15473,-0.0135,0.15531
1987,10,7,-0.09361,-0.07657,0.12094
1987,10,8,-0.02172,-0.14242,0.14407
1987,10,9,0.05948,-0.20586,0.21428
1987,10,10,0.14586,-0.26383,0.30147
1987,10,11,0.2294,-0.31908,0.39299
1987,10,12,0.30191,-0.37781,0.48362
1987,10,13,0.35811,-0.44373,0.57021
1987,10,14,0.39545,-0.51587,0.65
1987,10,15,0.4133,-0.58961,0.72004
1987,10,16,0.41288,-0.65835,0.77711
1987,10,17,0.39726,-0.71491,0.81787
1987,10,18,0.37137,-0.75258,0.83922
1987,10,19,0.34175,-0.76595,0.83873
1987,10,20,0.31604,-0.75154,0.81528
1987,10,21,0.34676,-0.69045,0.77264
1987,10,22,0.38813,-0.59779,0.71274
1987,10,23,0.44023,-0.474,0.6469
1987,10,24,0.50204,-0.32125,0.59603
1987,10,25,0.5715,-0.14336,0.58921
1987,10,26,0.64562,0.05427,0.6479
1987,10,27,0.72065,0.2649,0.76779
1987,10,28,0.79229,0.48075,0.92674
1987,10,29,0.85592,0.69339,1.10154
1987,10,30,0.90683,0.89418,1.27354
1987,10,31,0.94048,1.07468,1.42809
1987,11,1,0.95272,1.22712,1.55354
1987,11,2,0.93998,1.34477,1.64072
1987,11,3,0.89947,1.42231,1.68286
1987,11,4,0.82937,1.45603,1.67567
1987,11,5,0.72889,1.44406,1.61758
1987,11,6,0.59847,1.38636,1.51002
1987,11,7,0.4398,1.28475,1.35794
1987,11,8,0.25588,1.14277,1.17107
1987,11,9,0.05103,0.96549,0.96684
1987,11,10,-0.16918,0.75927,0.77789
1987,11,11,-0.36115,0.56029,0.6666
1987,11,12,-0.58587,0.37929,0.69793
1987,11,13,-0.83176,0.22394,0.86138
1987,11,14,-1.08469,0.09708,1.08903
1987,11,15,-1.32904,-0.00483,1.32905
1987,11,16,-1.54869,-0.0937,1.55152
1987,11,17,-1.72692,-0.19289,1.73766
1987,11,18,-1.84304,-0.34175,1.87446
1987,11,19,-1.86109,-0.591,1.95267
1987,11,20,-1.72974,-0.93494,1.96624
1987,11,21,-1.47712,-1.21445,1.91227
1987,11,22,-1.2166,-1.31466,1.79121
1987,11,23,-0.97964,-1.27442,1.60743
1987,11,24,-0.74319,-1.15098,1.37007
1987,11,25,-0.48718,-0.98115,1.09544
1987,11,26,-0.20388,-0.78888,0.8148
1987,11,27,0.10462,-0.59104,0.60023
1987,11,28,0.42951,-0.39957,0.58663
1987,11,29,0.75772,-0.22204,0.78959
1987,11,30,1.074,-0.06198,1.07579
1987,12,1,1.36264,0.08085,1.36504
1987,12,2,1.60888,0.20975,1.6225
1987,12,3,1.8,0.33027,1.83004
1987,12,4,1.92594,0.44907,1.9776
1987,12,5,1.97966,0.57263,2.06081
1987,12,6,1.95702,0.70597,2.08046
1987,12,7,1.85656,0.85127,2.04242
1987,12,8,1.67913,1.00677,1.95783
1987,12,9,1.42773,1.16574,1.84319
1987,12,10,1.10783,1.31603,1.72024
1987,12,11,0.72848,1.44045,1.61418
1987,12,12,0.30404,1.51883,1.54896
1987,12,13,-0.14431,1.53223,1.53901
1987,12,14,-0.58927,1.46864,1.58245
1987,12,15,-1.00144,1.32719,1.66263
1987,12,16,-1.35521,1.11807,1.75689
1987,12,17,-1.6331,0.85816,1.84485
1987,12,18,-1.82674,0.5657,1.91232
1987,12,19,-1.93536,0.25679,1.95232
1987,12,20,-1.96375,-0.05574,1.96454
1987,12,21,-1.92054,-0.36217,1.95439
1987,12,22,-1.81706,-0.65509,1.93154
1987,12,23,-1.66641,-0.92881,1.90777
1987,12,24,-1.4826,-1.17873,1.89407
1987,12,25,-1.2798,-1.40105,1.89759
1987,12,26,-1.0714,-1.59253,1.91939
1987,12,27,-0.86933,-1.75042,1.95441
1987,12,28,-0.68329,-1.87254,1.99331
1987,12,29,-0.52036,-1.95741,2.0254
1987,12,30,-0.38474,-2.00443,2.04102
1987,12,31,-0.32884,-2.00633,2.0331
1988,1,1,-0.24239,-1.98307,1.99783
1988,1,2,-0.19294,-1.92429,1.93394
1988,1,3,-0.15822,-1.83601,1.84282
1988,1,4,-0.13161,-1.72231,1.72733
1988,1,5,-0.10652,-1.5876,1.59117
1988,1,6,-0.0766,-1.43619,1.43823
1988,1,7,-0.03572,-1.27209,1.2726
1988,1,8,0.022,-1.09903,1.09925
1988,1,9,0.10201,-0.92068,0.92631
1988,1,10,0.2086,-0.74091,0.76972
1988,1,11,0.34424,-0.56393,0.6607
1988,1,12,0.5088,-0.39413,0.6436
1988,1,13,0.69933,-0.23574,0.738
1988,1,14,0.91006,-0.0924,0.91474
1988,1,15,1.13292,0.03327,1.13341
1988,1,16,1.3583,0.13996,1.36549
1988,1,17,1.57593,0.22772,1.5923
1988,1,18,1.77586,0.29785,1.80067
1988,1,19,1.94922,0.35267,1.98087
1988,1,20,2.08891,0.39523,2.12597
1988,1,21,2.19002,0.4291,2.23166
1988,1,22,2.25002,0.45824,2.29621
1988,1,23,2.26872,0.48701,2.32041
1988,1,24,2.24808,0.52009,2.30745
1988,1,25,2.19178,0.56236,2.26277
1988,1,26,2.10473,0.61866,2.19377
1988,1,27,1.99241,0.69337,2.10961
1988,1,28,1.86005,0.79002,2.02087
1988,1,29,1.71168,0.91089,1.93896
1988,1,30,1.54907,1.05668,1.87515
1988,1,31,1.37056,1.22617,1.839
1988,2,1,1.16999,1.41547,1.83642
1988,2,2,0.93657,1.61667,1.86837
1988,2,3,0.65744,1.81539,1.93077
1988,2,4,0.32563,1.9895,2.01597
1988,2,5,-0.04847,2.11423,2.11478
1988,2,6,-0.43551,2.17507,2.21824
1988,2,7,-0.80376,2.17497,2.31873
1988,2,8,-1.13565,2.12631,2.41058
1988,2,9,-1.4283,2.03984,2.49018
1988,2,10,-1.68582,1.92112,2.55592
1988,2,11,-1.91338,1.77209,2.60794
1988,2,12,-2.11475,1.59318,2.64771
1988,2,13,-2.29167,1.38467,2.67752
1988,2,14,-2.44404,1.14728,2.69992
1988,2,15,-2.57014,0.88202,2.71727
1988,2,16,-2.66706,0.58998,2.73153
1988,2,17,-2.73066,0.27175,2.74415
1988,2,18,-2.75533,-0.07323,2.7563
1988,2,19,-2.73267,-0.44743,2.76906
1988,2,20,-2.64868,-0.85591,2.78354
1988,2,21,-2.47797,-1.3053,2.80074
1988,2,22,-2.17681,-1.79444,2.82108
1988,2,23,-1.69585,-2.28298,2.84392
1988,2,24,-1.05945,-2.66408,2.86701
1988,2,25,-0.41844,-2.85583,2.88632
1988,2,26,0.09883,-2.89468,2.89637
1988,2,27,0.4714,-2.85216,2.89086
1988,2,28,0.72233,-2.77111,2.8637
